player,team,xG,goals,shots,xG_per_shot,finishing_diff,shots_per_match
Issiar Dia,Gazélec Ajaccio,0.486045955,0,6,0.08100765916666666,-0.486045955,0.6
Issoufou Dayo,Burkina Faso,0.303027359,0,2,0.1515136795,-0.303027359,0.2
Itxaso Uriarte Santamaría,Athletic Club Bilbao,0.318085663,0,9,0.03534285144444445,-0.318085663,0.9
Itziar Gastearena Artola,Granada W,0.196097306,0,2,0.098048653,-0.196097306,0.2
Itziar Pinillos Moreno,Madrid CFF,0.74612859,1,11,0.06782987181818181,0.25387141,1.1
Ivan Gennaro Gattuso,AC Milan,0.016480979,0,1,0.016480979,-0.016480979,0.1
Ivan Hrdlicka,Czechoslovakia,0.020525727,0,1,0.020525727,-0.020525727,0.1
Ivan Ilić,Serbia,0.037979541,0,2,0.0189897705,-0.037979541,0.2
Ivan Obradović,Real Zaragoza,0.19222309,0,1,0.19222309,-0.19222309,0.1
Ivan Perišić,Croatia,5.149478935,6,51,0.10097017519607844,0.8505210649999997,5.1
Ivan Perišić,Inter Milan,7.7866179905,7,71,0.10967067592253521,-0.7866179904999999,7.1
Ivan Perišić,Wolfsburg,0.205546122,1,3,0.068515374,0.794453878,0.3
Ivan Radovanović,Chievo,0.423618854,0,18,0.023534380777777777,-0.423618854,1.8
Ivan Rakitić,Barcelona,17.114875177000002,25,205,0.08348719598536586,7.885124822999998,20.5
Ivan Rakitić,Croatia,2.462573196,3,17,0.1448572468235294,0.5374268039999999,1.7
Ivan Rakitić,Sevilla,0.763929212,1,7,0.10913274457142856,0.23607078800000003,0.7
Ivan Ricardo Neves Abreu Cavaleiro,AS Monaco,1.242959109,1,14,0.0887827935,-0.24295910900000006,1.4
Ivan Ricardo Neves Abreu Cavaleiro,RC Deportivo La Coruña,0.18481746000000002,0,2,0.09240873000000001,-0.18481746000000002,0.2
Ivan Schranz,Slovakia,1.025085926,3,5,0.2050171852,1.974914074,0.5
Ivan Strinić,Napoli,0.071385381,0,3,0.023795127,-0.071385381,0.3
Ivan Toney,England,0.8344548540000001,1,2,0.41722742700000004,0.16554514599999992,0.2
Ivana Andrés Sanz,Real Madrid CF W,2.084601363,2,17,0.12262360958823529,-0.08460136299999998,1.7
Ivana Andrés Sanz,Spain Women's,0.460390302,0,4,0.1150975755,-0.460390302,0.4
Ivana Ferreira Fuso,Manchester United W,0.249790189,0,3,0.08326339633333334,-0.249790189,0.3
Ivano Bonetti,Juventus,0.03101153,0,1,0.03101153,-0.03101153,0.1
Ivaylo Chochev,Palermo,2.302142153,0,29,0.0793842121724138,-2.302142153,2.9
Iver Tobias Rørvik Fossum,Hannover 96,0.7679157329999999,0,13,0.059070440999999994,-0.7679157329999999,1.3
Ivica Olić,Bayern Munich,1.080851102,0,4,0.2702127755,-1.080851102,0.4
Ivica Olić,Hamburger SV,0.25418057,0,5,0.050836114,-0.25418057,0.5
Ivo Iličević,Hamburger SV,4.12710975,4,43,0.0959792965116279,-0.1271097499999998,4.3
Ivonne Chacón,Colombia Women's,0.17544353099999999,0,3,0.058481176999999995,-0.17544353099999999,0.3
Ivonne Chacón,Valencia CF,4.480353733,6,26,0.17232129742307695,1.5196462669999997,2.6
Iván Alejo Peralta,Cádiz,0.19069508,0,1,0.19069508,-0.19069508,0.1
Iván Bolado Palacios,Racing Santander,0.034096953,0,1,0.034096953,-0.034096953,0.1
Iván Campo Ramos,Bolton Wanderers,0.447179626,1,2,0.223589813,0.552820374,0.2
Iván Daniel Alonso Vallejo,Espanyol,0.06823172599999999,0,2,0.034115862999999996,-0.06823172599999999,0.2
Iván Daniel Alonso Vallejo,Real Murcia CF,0.966295759,1,5,0.1932591518,0.033704241000000024,0.5
Iván De la Peña López,Espanyol,0.677093418,2,5,0.1354186836,1.3229065819999999,0.5
Iván Garrido González,Goa,1.60187895,1,5,0.32037579,-0.6018789499999999,0.5
Iván Helguera Bujía,Real Madrid,0.08132821,0,1,0.08132821,-0.08132821,0.1
Iván Helguera Bujía,Valencia,0.020821016,0,1,0.020821016,-0.020821016,0.1
Iván Hernández Soto,Sporting Gijón,0.14396399699999998,0,2,0.07198199849999999,-0.14396399699999998,0.2
Iván López Mendoza,Levante UD,0.137309386,0,6,0.022884897666666668,-0.137309386,0.6
Iván López Álvarez,Getafe,0.14213724,0,1,0.14213724,-0.14213724,0.1
Iván López Álvarez,Levante UD,0.085396332,0,3,0.028465444000000003,-0.085396332,0.3
Iván Ramis Barrios,Eibar,0.59744196,0,9,0.06638244,-0.59744196,0.9
Iván Ramis Barrios,Levante UD,0.031897575,0,1,0.031897575,-0.031897575,0.1
Iván Ramis Barrios,Mallorca,0.066607852,0,2,0.033303926,-0.066607852,0.2
Iván Rodrigo Piris Leguizamón,Udinese,0.083373131,0,4,0.02084328275,-0.083373131,0.4
Iván Sánchez Rico Soto,Getafe,0.06587845,0,1,0.06587845,-0.06587845,0.1
Iván Sánchez Rico Soto,RC Deportivo La Coruña,0.957076528,0,14,0.06836260914285715,-0.957076528,1.4
Izarne Sarasola Beain,Real Sociedad de Fútbol,0.28479884,0,6,0.047466473333333335,-0.28479884,0.6
Izet Hajrović,Eibar,0.042664085,0,1,0.042664085,-0.042664085,0.1
Iñaki Descarga Retegi,Levante UD,0.023453608,0,1,0.023453608,-0.023453608,0.1
Iñaki Williams Arthuer,Athletic Club,6.116824347,9,64,0.095575380421875,2.8831756530000003,6.4
Iñaki Williams Arthuer,Ghana,0.353252986,0,3,0.11775099533333333,-0.353252986,0.3
Iñigo Córdoba Kerejeta,Athletic Club,0.46235037,0,2,0.231175185,-0.46235037,0.2
Iñigo Pérez Soto,Osasuna,0.027293859,0,1,0.027293859,-0.027293859,0.1
Ja-Cheol Koo,Augsburg,3.623943246,8,40,0.09059858115,4.376056754,4.0
Ja-Cheol Koo,South Korea,0.042929053,0,1,0.042929053,-0.042929053,0.1
Jaap Stam,AC Milan,0.1952627,0,2,0.09763135,-0.1952627,0.2
Jaba Kankava,Stade de Reims,0.57391267,0,11,0.05217387909090909,-0.57391267,1.1
Jacek Góralski,Poland,0.018827025,0,1,0.018827025,-0.018827025,0.1
Jacinta Galabadaarachchi,West Ham United LFC,0.631394632,0,9,0.07015495911111111,-0.631394632,0.9
Jacinto Muondo Dala,Angola,1.597872181,4,9,0.17754135344444444,2.402127819,0.9
Jack Colback,Newcastle United,1.2119227865,1,16,0.07574517415625,-0.21192278649999996,1.6
Jack Frank Porteous Cork,Swansea City,0.899977979,1,19,0.04736726205263158,0.10002202100000002,1.9
Jack Grealish,Aston Villa,1.022300998,1,16,0.063893812375,-0.02230099799999996,1.6
Jack Grealish,England,0.6230999,1,3,0.20769996666666668,0.37690009999999996,0.3
Jack Hendry,Scotland,0.122248945,0,3,0.04074964833333333,-0.122248945,0.3
Jack Maher,Nashville SC,0.08871231,0,1,0.08871231,-0.08871231,0.1
Jack Rodwell,Sunderland,2.876698624,1,27,0.10654439348148148,-1.8766986239999999,2.7
Jack Wilshere,Arsenal,0.5152723,0,1,0.5152723,-0.5152723,0.1
Jackichand Singh,East Bengal,0.167195501,0,3,0.05573183366666667,-0.167195501,0.3
Jackie Groenen,Manchester United,1.926309481,0,18,0.10701719338888889,-1.926309481,1.8
Jackie Groenen,Manchester United W,0.498694808,0,5,0.0997389616,-0.498694808,0.5
Jackie Groenen,Netherlands Women's,0.780073323,1,9,0.08667481366666667,0.21992667700000001,0.9
Jackson Arley Martínez Valencia,Atlético Madrid,2.347071832,2,26,0.09027199353846155,-0.34707183200000014,2.6
Jackson Gabriel Porozo Vernaza,Ecuador,0.03657438,0,1,0.03657438,-0.03657438,0.1
Jackson Irvine,Australia,0.244894153,0,3,0.08163138433333333,-0.244894153,0.3
Jacob Mendy,Gambia,0.041732185,0,1,0.041732185,-0.041732185,0.1
Jacob Shaffelburg,Canada,0.470418409,1,5,0.0940836818,0.529581591,0.5
Jacob Shaffelburg,Nashville SC,0.10269336,0,1,0.10269336,-0.10269336,0.1
Jacopo Sala,Hellas Verona,0.425920645,0,11,0.03872005863636364,-0.425920645,1.1
Jacqueline Anne Hand,New Zealand Women's,0.314992119,0,4,0.07874802975,-0.314992119,0.4
Jacqueline Meißner,SGS Essen 19/68,2.629555822,1,22,0.11952526463636363,-1.629555822,2.2
Jacqueline Owusu,Real Sociedad de Fútbol,1.846855687,2,10,0.1846855687,0.1531443130000001,1.0
Jacques François Moubandje,Toulouse,0.083804225,0,4,0.02095105625,-0.083804225,0.4
Jacques Zoua Daogari,Gazélec Ajaccio,4.8576615389999995,4,48,0.1012012820625,-0.8576615389999995,4.8
Jacques-Alaixys Romao,Marseille,0.14263476,0,3,0.04754492,-0.14263476,0.3
Jacques-Alaixys Romao,Olympique de Marseille,0.45177877,1,6,0.07529646166666666,0.54822123,0.6
Jade Bailey,Chelsea FCW,0.014977109,0,1,0.014977109,-0.014977109,0.1
Jade Bailey,Liverpool WFC,0.633200608,0,10,0.0633200608,-0.633200608,1.0
Jade Bailey,Reading WFC,0.5980226,0,4,0.14950565,-0.5980226,0.4
Jade Moore,England Women's,0.182783154,0,5,0.0365566308,-0.182783154,0.5
Jade Moore,Reading WFC,4.375532397,5,38,0.11514558939473683,0.6244676030000003,3.8
Jadon Sancho,England,0.7321283,0,1,0.7321283,-0.7321283,0.1
Jae-Sung Lee,FSV Mainz 05,0.110384643,0,2,0.0551923215,-0.110384643,0.2
Jae-Sung Lee,South Korea,0.345781206,0,6,0.057630201,-0.345781206,0.6
Jaedyn Reese Shaw,San Diego Wave,5.272136532,6,45,0.1171585896,0.7278634679999998,4.5
Jaelene McKenzie Daniels,North Carolina Courage,0.187905556,0,3,0.06263518533333333,-0.187905556,0.3
Jaelin Marie Howell,Racing Louisville FC,1.434250179,0,18,0.0796805655,-1.434250179,1.8
Jaime Gavilán Martínez,Getafe,0.036645688,0,1,0.036645688,-0.036645688,0.1
Jaime Mata Arnaiz,Getafe,1.794262045,2,4,0.44856551125,0.20573795500000003,0.4
Jaime Romero Gómez,Granada,0.018803887,0,1,0.018803887,-0.018803887,0.1
Jair Ventura Filho,Brazil,3.577738342,7,14,0.2555527387142857,3.422261658,1.4
Jair da Costa,Inter Milan,0.027124789,0,1,0.027124789,-0.027124789,0.1
Jairo Izquierdo González,Cádiz,0.044642612,0,1,0.044642612,-0.044642612,0.1
Jairo Samperio Bustara,FSV Mainz 05,4.118332888299999,7,39,0.10559827918717947,2.8816671117000006,3.9
Jairo Samperio Bustara,Sevilla,0.0631714,0,1,0.0631714,-0.0631714,0.1
Jaka Bijol,Slovenia,0.048782196,0,1,0.048782196,-0.048782196,0.1
Jakub Błaszczykowski,Borussia Dortmund,0.24313658999999999,0,3,0.08104552999999999,-0.24313658999999999,0.3
Jakub Błaszczykowski,Fiorentina,0.604176347,2,8,0.075522043375,1.3958236529999999,0.8
Jakub Jankto,Czech Republic,0.233309443,0,3,0.07776981433333334,-0.233309443,0.3
Jakub Kamiński,Poland,0.440550235,0,4,0.11013755875,-0.440550235,0.4
Jakub Moder,Poland,0.547300867,0,4,0.13682521675,-0.547300867,0.4
Jakub Piotr Kiwior,Poland,0.28673462499999997,0,3,0.09557820833333332,-0.28673462499999997,0.3
Jakub Piotrowski,Poland,0.297006557,0,2,0.1485032785,-0.297006557,0.2
Jakub Świerczok,Poland,0.17334339,0,1,0.17334339,-0.17334339,0.1
Jamaal Lascelles,Newcastle United,0.615704291,2,4,0.15392607275,1.3842957089999999,0.4
Jamal Musiala,Bayern Munich,0.054273088,0,1,0.054273088,-0.054273088,0.1
Jamal Musiala,Germany,2.436269865,3,21,0.11601285071428571,0.5637301350000001,2.1
Jamel Saihi,Montpellier,0.329649967,0,7,0.047092852428571426,-0.329649967,0.7
James Collins,West Ham United,1.0067939479999999,0,13,0.0774456883076923,-1.0067939479999999,1.3
James David Rodríguez Rubio,Colombia,1.311888955,1,11,0.11926263227272726,-0.3118889549999999,1.1
James David Rodríguez Rubio,Real Madrid,3.475816798,8,48,0.07241284995833333,4.524183202,4.8
James Forrest,Scotland,0.13851075,0,1,0.13851075,-0.13851075,0.1
James Gillen Robertson,Seattle Sounders,0.174698456,1,3,0.058232818666666665,0.825301544,0.3
James Gomez,Gambia,0.070787564,0,1,0.070787564,-0.070787564,0.1
James McArthur,Crystal Palace,1.51415323,2,16,0.094634576875,0.48584677,1.6
James McCarthy,Everton,0.8525581385,2,17,0.050150478735294116,1.1474418615,1.7
James McClean,West Bromwich Albion,2.715600395,2,31,0.08760001274193549,-0.7156003950000001,3.1
James Morrison,West Bromwich Albion,2.125485526,3,24,0.08856189691666666,0.8745144740000002,2.4
James Philip Milner,Liverpool,4.156044547,5,41,0.1013669401707317,0.8439554530000004,4.1
James Scowcroft,Leicester City,0.034763288,0,1,0.034763288,-0.034763288,0.1
James Tomkins,West Ham United,0.5734603970000001,0,8,0.07168254962500001,-0.5734603970000001,0.8
James Ward-Prowse,Southampton,2.215818229,2,29,0.07640752513793103,-0.21581822899999992,2.9
Jamie Jermaine Bynoe-Gittens,Borussia Dortmund,0.140698162,0,3,0.04689938733333333,-0.140698162,0.3
Jamie Leweling,VfB Stuttgart,0.09997955,0,1,0.09997955,-0.09997955,0.1
Jamie Redknapp,Tottenham Hotspur,0.101489086,1,3,0.03382969533333333,0.898510914,0.3
Jamie Vardy,England,0.27325772,0,3,0.09108590666666666,-0.27325772,0.3
Jamie Vardy,Leicester City,20.446907914,24,118,0.17327888062711866,3.5530920859999995,11.8
Jamie-Lee Napier,Birmingham City WFC,2.074896927,1,13,0.15960745592307693,-1.0748969270000002,1.3
Jamie-Lee Napier,Bristol City WFC,0.846739408,0,11,0.07697630981818182,-0.846739408,1.1
Jamiro Gregory Monteiro Alvarenga,Cape Verde Islands,0.57296605,1,3,0.19098868333333333,0.42703395,0.3
Jan Bednarek,Poland,0.7193462,1,4,0.17983655,0.28065379999999995,0.4
Jan Bořil,Czech Republic,0.18321523,0,1,0.18321523,-0.18321523,0.1
Jan Ceulemans,Belgium,0.075267759,0,3,0.025089253000000002,-0.075267759,0.3
Jan Kirchhoff,Sunderland,1.057182604,0,9,0.11746473377777779,-1.057182604,0.9
Jan Kliment,VfB Stuttgart,0.118425028,1,3,0.03947500933333333,0.881574972,0.3
Jan Mlakar,Slovenia,0.11840956999999999,0,2,0.059204784999999996,-0.11840956999999999,0.2
Jan Morávek,Augsburg,0.677952968,1,6,0.11299216133333334,0.32204703199999996,0.6
Jan Rosenthal,Darmstadt 98,1.548272352,0,17,0.0910748442352941,-1.548272352,1.7
Jan Vertonghen,Belgium,0.788710164,1,5,0.15774203280000001,0.21128983599999995,0.5
Jan Vertonghen,Tottenham Hotspur,0.957880637,0,10,0.09578806370000001,-0.957880637,1.0
Jan-Ingwer Callsen-Bracker,Augsburg,0.237239957,1,5,0.0474479914,0.762760043,0.5
Jana Feldkamp,Hoffenheim W,2.9829415115,2,14,0.21306725082142858,-0.9829415115,1.4
Jana Fernandez Velasco,Barcelona WFC,0.5366752539999999,0,4,0.13416881349999998,-0.5366752539999999,0.4
Jana Fernandez Velasco,Spain Women's,0.076655064,0,2,0.038327532,-0.076655064,0.2
Jana Radosavljević,Duisburg WFC,0.227265805,1,5,0.045453161,0.772734195,0.5
Jane Ross,Manchester United,2.965760189,2,14,0.2118400135,-0.965760189,1.4
Jane Ross,Manchester United W,0.670906943,1,4,0.16772673575,0.329093057,0.4
Jane Ross,West Ham United LFC,7.012982167,7,40,0.17532455417499998,-0.012982166999999656,4.0
Janek Sternberg,Werder Bremen,0.11102985300000001,0,2,0.055514926500000006,-0.11102985300000001,0.2
Janice Cayman,Belgium Women's,1.017983487,2,10,0.1017983487,0.982016513,1.0
Janice Cayman,Leicester City WFC,2.7587529330000002,4,24,0.114948038875,1.2412470669999998,2.4
Janik Haberer,Union Berlin,0.015466551,0,1,0.015466551,-0.015466551,0.1
Janina Hechler,Köln,0.045560974000000004,0,3,0.015186991333333335,-0.045560974000000004,0.3
Janina Minge,Germany Women's,0.7977189899999999,1,2,0.39885949499999995,0.2022810100000001,0.2
Janina Minge,SC Freiburg,3.733721772,3,36,0.10371449366666667,-0.733721772,3.6
Janine Elizabeth Beckie,Manchester City WFC,8.506771148,5,63,0.13502811346031746,-3.5067711480000003,6.3
Janine Elizabeth Beckie,NJ/NY Gotham FC,0.646318733,0,9,0.07181319255555556,-0.646318733,0.9
Janine Elizabeth Sonis,Canada Women's,1.9609987309999999,0,17,0.11535286652941176,-1.9609987309999999,1.7
Janine Elizabeth Sonis,Manchester City WFC,0.06983805,0,1,0.06983805,-0.06983805,0.1
Janine van Wyk,South Africa Women's,0.012716403,0,1,0.012716403,-0.012716403,0.1
Janni Arnth-Jensen,Arsenal WFC,0.468111735,1,3,0.156037245,0.5318882650000001,0.3
Janni Thomsen,Denmark Women's,0.980445182,1,13,0.07541886015384615,0.01955481800000003,1.3
Jannick Buyla Sam,Equatorial Guinea,0.1699745,1,1,0.1699745,0.8300255,0.1
Jannik Vestergaard,Denmark,1.026080946,0,10,0.1026080946,-1.026080946,1.0
Jannik Vestergaard,Werder Bremen,2.606467692,2,34,0.07666081447058823,-0.6064676919999998,3.4
Janou Levels,TSV Bayer 04 Leverkusen,1.266562064,1,16,0.079160129,-0.26656206399999993,1.6
Jaroslav Plašil,Bordeaux,1.230755442,3,20,0.0615377721,1.769244558,2.0
Jaroslav Plašil,Osasuna,0.054681372,0,1,0.054681372,-0.054681372,0.1
Jasir Asani,Albania,0.073032213,0,4,0.01825805325,-0.073032213,0.4
Jasmin Kurtič,Atalanta,2.7438472755,2,41,0.0669231042804878,-0.7438472754999998,4.1
Jasmin Sehan,SV Werder Bremen,1.233936279,2,8,0.154242034875,0.7660637210000001,0.8
Jasmine Matthews,Bristol City WFC,0.723042431,0,6,0.12050707183333333,-0.723042431,0.6
Jasmine Matthews,Liverpool WFC,0.62567678,0,4,0.156419195,-0.62567678,0.4
Jasmyne Spencer,Angel City,1.197598308,1,13,0.09212294676923076,-0.1975983079999999,1.3
Jasmyne Spencer,OL Reign,2.16840882,1,8,0.2710511025,-1.1684088199999998,0.8
Jason Berthomier,Clermont Foot,0.147076338,0,2,0.073538169,-0.147076338,0.2
Jason Denayer,Belgium,0.03543574,0,1,0.03543574,-0.03543574,0.1
Jason Joseph Euell,Charlton Athletic,0.139736012,0,2,0.069868006,-0.139736012,0.2
Jason Puncheon,Crystal Palace,3.752612274,2,53,0.07080400516981132,-1.752612274,5.3
Jason Roberts,Portsmouth,0.0064588953,0,1,0.0064588953,-0.0064588953,0.1
Jassina Blom,Costa Adeje Tenerife,5.484230305,6,47,0.11668575117021276,0.5157696950000004,4.7
Jaume Vicent Costa Jordá,Villarreal,0.585331039,1,6,0.09755517316666668,0.41466896099999995,0.6
Javad Nekounam,Osasuna,0.28792808200000003,0,8,0.035991010250000004,-0.28792808200000003,0.8
Javi Castellano Betancor,Las Palmas,0.01966738,0,1,0.01966738,-0.01966738,0.1
Javier Alejandro Mascherano,Argentina,0.02642823,0,1,0.02642823,-0.02642823,0.1
Javier Alejandro Mascherano,Barcelona,2.118059325,1,26,0.08146382019230769,-1.118059325,2.6
Javier Baraja Vegas,Real Valladolid,0.028318278,0,1,0.028318278,-0.028318278,0.1
Javier Camuñas Gallego,Osasuna,0.047846105,0,1,0.047846105,-0.047846105,0.1
Javier Camuñas Gallego,RC Deportivo La Coruña,0.09407624,0,1,0.09407624,-0.09407624,0.1
Javier Camuñas Gallego,Recreativo Huelva,0.23199106,0,2,0.11599553,-0.23199106,0.2
Javier Camuñas Gallego,Villarreal,0.029174786,0,1,0.029174786,-0.029174786,0.1
Javier Del Pino González,CD Numancia de Soria,0.050572803,0,2,0.0252864015,-0.050572803,0.2
Javier Eraso Goñi,Athletic Club,2.224241327,2,12,0.18535344391666667,-0.2242413270000001,1.2
Javier Eraso Goñi,Leganés,0.167839762,0,3,0.05594658733333333,-0.167839762,0.3
Javier Espinosa González,Almería,0.080742635,0,1,0.080742635,-0.080742635,0.1
Javier Espinosa González,Villarreal,0.15461637,0,1,0.15461637,-0.15461637,0.1
Javier Fuego Martínez,Espanyol,0.04303897,0,1,0.04303897,-0.04303897,0.1
Javier Fuego Martínez,Levante UD,0.0144876465,0,1,0.0144876465,-0.0144876465,0.1
Javier Fuego Martínez,Rayo Vallecano,0.175685945,0,4,0.04392148625,-0.175685945,0.4
Javier Fuego Martínez,Valencia,0.228297844,0,6,0.03804964066666667,-0.228297844,0.6
Javier Fuego Martínez,Villarreal,0.017002676,0,1,0.017002676,-0.017002676,0.1
Javier García Portillo,Gimnàstic Tarragona,0.275504207,0,4,0.06887605175,-0.275504207,0.4
Javier Garrido Behovide,Las Palmas,0.03861137,0,1,0.03861137,-0.03861137,0.1
Javier Guerra Rodríguez,Rayo Vallecano,11.4158264935,12,71,0.16078628864084507,0.5841735065000009,7.1
Javier Guerra Rodríguez,Real Valladolid,1.360929334,1,5,0.2721858668,-0.36092933399999994,0.5
Javier Hernández Balcázar,Bayer Leverkusen,10.632554376,17,64,0.166133662125,6.367445624,6.4
Javier Hernández Balcázar,Manchester United,0.248859194,0,2,0.124429597,-0.248859194,0.2
Javier Hernández Balcázar,Mexico,0.551829668,1,6,0.09197161133333333,0.448170332,0.6
Javier Hernández Balcázar,Sevilla,0.561724,0,1,0.561724,-0.561724,0.1
Javier Ignacio Aquino Carmona,Villarreal,0.34631205,0,1,0.34631205,-0.34631205,0.1
Javier Lara Grande,Eibar,0.08585487,0,3,0.02861829,-0.08585487,0.3
Javier López Rodríguez,Espanyol,0.177024172,0,6,0.029504028666666668,-0.177024172,0.6
Javier Manquillo Gaitán,Marseille,0.044386088000000004,0,2,0.022193044000000002,-0.044386088000000004,0.2
Javier Manquillo Gaitán,Olympique de Marseille,0.441575403,0,5,0.0883150806,-0.441575403,0.5
Javier Martínez Aginaga,Athletic Club,0.654964638,0,8,0.08187057975,-0.654964638,0.8
Javier Martínez Aginaga,Bayern Munich,2.047528731,1,16,0.1279705456875,-1.0475287309999999,1.6
Javier Matías Pastore,Paris Saint-Germain,2.3539111249999998,2,20,0.11769555624999999,-0.35391112499999977,2.0
Javier Márquez Moreno,Espanyol,0.060258667,0,3,0.020086222333333334,-0.060258667,0.3
Javier Márquez Moreno,Granada,1.335744989,0,28,0.04770517817857143,-1.335744989,2.8
Javier Ontiveros Parra,Huesca,0.016188642,0,1,0.016188642,-0.016188642,0.1
Javier Ontiveros Parra,Málaga,0.013897327,0,1,0.013897327,-0.013897327,0.1
Javier Ontiveros Parra,Villarreal,0.015394991,0,1,0.015394991,-0.015394991,0.1
Javier Paredes Arango,Getafe,0.010438577,0,1,0.010438577,-0.010438577,0.1
Javier Paredes Arango,Real Zaragoza,0.06760561,0,1,0.06760561,-0.06760561,0.1
Javier Pedro Saviola Fernández,Barcelona,1.935623465,2,11,0.17596576954545454,0.06437653500000007,1.1
Javier Pedro Saviola Fernández,Sevilla,0.48515103,0,2,0.242575515,-0.48515103,0.2
Javier Rodríguez Venta,Villarreal,0.06545271,0,1,0.06545271,-0.06545271,0.1
Javier Siverio Toro,Hyderabad,5.732229295,6,37,0.1549251160810811,0.2677707050000002,3.7
Javier Siverio Toro,SC Delhi,0.0748331,1,1,0.0748331,0.9251669,0.1
Javier Sánchez de Felipe,Real Valladolid,0.159024491,0,2,0.0795122455,-0.159024491,0.2
Javiera Matilde Grez Valenzuela,Chile Women's,0.5088015800000001,0,4,0.12720039500000002,-0.5088015800000001,0.4
Jawad El Yamiq,Morocco,0.08910682,0,1,0.08910682,-0.08910682,0.1
Jay Rodriguez,Southampton,1.1301973675,0,15,0.07534649116666667,-1.1301973675,1.5
Jayde Yuk Fun Riviere,Manchester United W,0.101998421,0,4,0.02549960525,-0.101998421,0.4
Jayden Adams,South Africa,0.09336821,0,1,0.09336821,-0.09336821,0.1
Jayesh Dilip Rane,Bengaluru,0.728344685,1,14,0.05202462035714286,0.27165531499999995,1.4
Jeakson Singh Thaunaojam,Kerala Blasters,1.776426361,1,13,0.1366481816153846,-0.776426361,1.3
Jean Carlos Francisco Deza Sánchez,Montpellier,0.1239634276,0,4,0.0309908569,-0.1239634276,0.4
Jean Emile Junior Onana Onana,Bordeaux,0.16773233399999998,0,2,0.08386616699999999,-0.16773233399999998,0.2
Jean Michaël Seri,Côte d'Ivoire,0.038373391,0,2,0.0191866955,-0.038373391,0.2
Jean Michaël Seri,OGC Nice,3.984052293,3,51,0.0781186724117647,-0.984052293,5.1
Jean Mota Oliveira de Sousa,Inter Miami,0.04357787,0,1,0.04357787,-0.04357787,0.1
Jean Pierre Nsamé,Angers,0.029174786,0,1,0.029174786,-0.029174786,0.1
Jean Thierry Lazare Amani,Côte d'Ivoire,0.018650431,0,1,0.018650431,-0.018650431,0.1
Jean Vincent,France,0.053939115,0,1,0.053939115,-0.053939115,0.1
Jean-Armel Kana-Biyik,Toulouse,1.096310838,2,9,0.12181231533333332,0.903689162,0.9
Jean-Charles Castelletto,Cameroon,1.00478606,2,3,0.3349286866666667,0.99521394,0.3
Jean-Charles Castelletto,Nantes,0.130862616,0,3,0.043620872,-0.130862616,0.3
Jean-Christophe Bahebeck,Saint-Étienne,3.639066526,1,27,0.1347802417037037,-2.639066526,2.7
Jean-Clair Todibo,OGC Nice,0.06755414,0,1,0.06755414,-0.06755414,0.1
Jean-Daniel Akpa Akpro,Toulouse,1.303939239,1,20,0.06519696194999999,-0.30393923899999997,2.0
Jean-Eric Maxim Choupo-Moting,Cameroon,0.5446267899999999,1,3,0.18154226333333331,0.4553732100000001,0.3
Jean-Eric Maxim Choupo-Moting,Schalke 04,3.596191417,6,50,0.07192382834,2.403808583,5.0
Jean-Kevin Duverne,Stade Brestois,0.06794175,0,1,0.06794175,-0.06794175,0.1
Jean-Kévin Augustin,Paris Saint-Germain,1.145102158,1,9,0.1272335731111111,-0.14510215800000004,0.9
Jean-Mattéo Bahoya Négoce,Angers,0.164981552,0,3,0.05499385066666667,-0.164981552,0.3
Jean-Philippe Krasso,Côte d'Ivoire,1.034822746,1,7,0.14783182085714283,-0.034822745999999904,0.7
Jean-Philippe Krasso,Saint-Étienne,0.031135615,0,1,0.031135615,-0.031135615,0.1
Jean-Ricner Bellegarde,Strasbourg,0.16797187800000002,0,4,0.041992969500000005,-0.16797187800000002,0.4
Jean-Sylvain Claude Babin,Granada,1.243745429,3,14,0.08883895921428572,1.756254571,1.4
Jean-Sylvain Claude Babin,Sporting Gijón,0.044803966,0,1,0.044803966,-0.044803966,0.1
Jean-Victor Makengo,Stade Malherbe Caen,0.0259095105,0,2,0.01295475525,-0.0259095105,0.2
Jeannette Yango,Cameroon W,0.049075253,0,3,0.016358417666666666,-0.049075253,0.3
Jeff Louis,Caen,0.305445371,0,7,0.043635053,-0.305445371,0.7
Jeff Louis,Stade Malherbe Caen,1.09442408,1,13,0.0841864676923077,-0.09442408000000002,1.3
Jefferson Agustín Farfán Guadalupe,Peru,0.697126879,0,4,0.17428171975,-0.697126879,0.4
Jefferson Andrés Lerma Solís,Colombia,0.532679688,2,10,0.053267968799999996,1.467320312,1.0
Jefferson Andrés Lerma Solís,Levante UD,2.3456381285,1,39,0.0601445673974359,-1.3456381285,3.9
Jefferson Anilson Silva Encada,Guinea-Bissau,0.039990491,0,2,0.0199952455,-0.039990491,0.2
Jefferson Antonio Montero Vite,Real Betis,0.031399599,0,2,0.0156997995,-0.031399599,0.2
Jefferson Antonio Montero Vite,Swansea City,2.029478743,0,21,0.0966418449047619,-2.029478743,2.1
Jefferson Brenes Rojas,Costa Rica,0.041851558,0,1,0.041851558,-0.041851558,0.1
Jefferson David Savarino Quintero,Venezuela,0.76046705,0,1,0.76046705,-0.76046705,0.1
Jeffren Isaac Suárez Bermúdez,Barcelona,1.573875879,3,10,0.15738758790000001,1.426124121,1.0
