player,team,xG,goals,shots,xG_per_shot,finishing_diff,shots_per_match
Berta Pujadas Boix,Valencia CF,0.11793759699999999,0,2,0.058968798499999996,-0.11793759699999999,0.2
Berti Vogts,Germany,0.089726185,0,2,0.0448630925,-0.089726185,0.2
Bertrand Isidore Traoré,Burkina Faso,2.71311509,3,11,0.24664682636363636,0.28688490999999994,1.1
Bertrand Isidore Traoré,Chelsea,1.741683756,2,17,0.10245198564705882,0.258316244,1.7
Bethan Roberts,Reading WFC,0.128095296,0,2,0.064047648,-0.128095296,0.2
Bethan Roe,Brighton & Hove Albion WFC,0.37094694,0,2,0.18547347,-0.37094694,0.2
Bethany Balcer,Seattle Reign,4.727144497,6,36,0.13130956936111113,1.2728555029999997,3.6
Bethany England,Chelsea FCW,28.689624583,29,165,0.17387651262424242,0.3103754169999995,16.5
Bethany England,England Women's,0.97761246,1,3,0.32587082,0.022387539999999984,0.3
Bethany England,Tottenham Hotspur Women,5.110299846,5,31,0.16484838212903227,-0.1102998460000002,3.1
Bethany Mead,Arsenal WFC,18.6927664915,22,149,0.12545480866778522,3.3072335085000013,14.9
Bethany Mead,England Women's,5.418400589,7,23,0.23558263430434784,1.581599411,2.3
Beverly Yanez,OL Reign,1.748718273,1,13,0.13451679023076923,-0.7487182729999999,1.3
Bevic Moussiti-Oko,AC Ajaccio,0.039649207,0,1,0.039649207,-0.039649207,0.1
Beñat Etxebarria Urkiaga,Athletic Club,1.677629973,1,35,0.04793228494285714,-0.6776299729999999,3.5
Bianca Fallico,Sampdoria W,0.08049741099999999,0,4,0.020124352749999998,-0.08049741099999999,0.4
Bianca St Georges,Chicago Red Stars,3.845626926,4,34,0.11310667429411765,0.154373074,3.4
Bibiane Schulze-Solano,Athletic Club Bilbao,0.274128184,0,4,0.068532046,-0.274128184,0.4
Bijoy Varghese,Kerala Blasters,0.655115573,0,6,0.10918592883333333,-0.655115573,0.6
Bikash Jairu,East Bengal,0.23101655,0,1,0.23101655,-0.23101655,0.1
Bilal Brahimi,OGC Nice,0.077958359,0,2,0.0389791795,-0.077958359,0.2
Bilal El Khannous,Morocco,0.452917234,0,2,0.226458617,-0.452917234,0.2
Billy Gilmour,Scotland,0.07812689,0,2,0.039063445,-0.07812689,0.2
Billy Jones,Sunderland,2.1315338125,1,13,0.16396413942307692,-1.1315338124999998,1.3
Billy Ketkeophomphone,Angers,4.04239145,5,59,0.0685151093220339,0.9576085499999998,5.9
Bipin Singh Thounajam,Mumbai City,3.714873802,6,35,0.10613925148571429,2.285126198,3.5
Birama Touré,Auxerre,0.049982595,0,2,0.0249912975,-0.049982595,0.2
Birama Touré,Nantes,0.303323561,0,14,0.021665968642857143,-0.303323561,1.4
Birgül Sadıkoğlu,Costa Adeje Tenerife,0.025001066,0,1,0.025001066,-0.025001066,0.1
Birkir Bjarnason,Iceland,0.99338624,0,7,0.14191232,-0.99338624,0.7
Blaise Matuidi,France,0.284148001,0,5,0.0568296002,-0.284148001,0.5
Blaise Matuidi,Paris Saint-Germain,2.211587114,4,16,0.138224194625,1.7884128860000001,1.6
Blanca Muñoz,Real Betis Balompié,0.34757169499999996,1,3,0.11585723166666666,0.652428305,0.3
Blas Antonio Miguel Pérez Ortega,Panama,0.1918923,0,1,0.1918923,-0.1918923,0.1
Blerim Džemaili,Genoa,1.9671290795,3,37,0.0531656507972973,1.0328709205,3.7
Blerim Džemaili,Switzerland,1.393767095,1,9,0.15486301055555557,-0.39376709500000007,0.9
Bo Göran Larsson,Sweden,0.011868377,0,1,0.011868377,-0.011868377,0.1
Boban Nikolov,North Macedonia,0.30493496,0,4,0.07623374,-0.30493496,0.4
Bobby Armani De Cordova-Reid,Jamaica,0.083265403,0,2,0.0416327015,-0.083265403,0.2
Bobby Charlton,England,0.203797328,0,4,0.050949332,-0.203797328,0.4
Bodda Mouhsine,Mauritania,0.26046798,0,4,0.065116995,-0.26046798,0.4
Bohumil Vesely,Czechoslovakia,0.21202697,0,1,0.21202697,-0.21202697,0.1
Bojan Krkíc Pérez,Barcelona,13.0183555745,19,102,0.12763093700490194,5.981644425500001,10.2
Bojan Krkíc Pérez,Stoke City,4.779581065,7,37,0.12917786662162162,2.2204189349999996,3.7
Bongeka Gamede,South Africa Women's,0.18140789000000002,0,2,0.09070394500000001,-0.18140789000000002,0.2
Bonke Innocent,Lorient,0.020349244,0,1,0.020349244,-0.020349244,0.1
Bonnie Horwood,Yeovil Town LFC,0.156346794,0,5,0.0312693588,-0.156346794,0.5
Boris Singh Thangjam,Jamshedpur,2.685077512,2,20,0.1342538756,-0.6850775119999999,2.0
Borja Fernández Fernández,Getafe,0.038686574,0,1,0.038686574,-0.038686574,0.1
Borja Fernández Fernández,Real Valladolid,0.24012635699999998,0,4,0.060031589249999996,-0.24012635699999998,0.4
Borja García Freire,Córdoba CF,0.01619591,0,1,0.01619591,-0.01619591,0.1
Borja González Tomás,Deportivo Alavés,0.111630395,0,1,0.111630395,-0.111630395,0.1
Borja González Tomás,Eibar,16.0236477,18,94,0.17046433723404256,1.9763522999999985,9.4
Borja Herrera González,Las Palmas,0.014476309,0,1,0.014476309,-0.014476309,0.1
Borja Iglesias Quintas,Bayer Leverkusen,1.0171953950000001,0,8,0.12714942437500001,-1.0171953950000001,0.8
Borja Iglesias Quintas,Espanyol,0.77422447,0,3,0.25807482333333337,-0.77422447,0.3
Borja Iglesias Quintas,Real Betis,0.77285778,1,2,0.38642889,0.22714221999999995,0.2
Borja Mayoral Moya,Levante UD,0.584451273,1,4,0.14611281825,0.415548727,0.4
Borja Mayoral Moya,Real Madrid,0.225341134,0,3,0.07511371133333333,-0.225341134,0.3
Borja Oubiña Meléndez,Celta Vigo,0.709760656,1,4,0.177440164,0.29023934399999995,0.4
Borja Valero Iglesias,Fiorentina,2.9693825824999998,4,36,0.08248284951388889,1.0306174175000002,3.6
Borja Valero Iglesias,Mallorca,0.221158257,0,4,0.05528956425,-0.221158257,0.4
Borja Valero Iglesias,Villarreal,0.12321418,0,2,0.06160709,-0.12321418,0.2
Borja Valle Balonga,RC Deportivo La Coruña,0.41069209900000003,0,4,0.10267302475000001,-0.41069209900000003,0.4
Borja Viguera Manzanares,Athletic Club,1.153093544,0,7,0.16472764914285715,-1.153093544,0.7
Borna Barišić,Croatia,0.019247653,0,1,0.019247653,-0.019247653,0.1
Borna Sosa,Croatia,0.043096807,0,2,0.0215484035,-0.043096807,0.2
Borys Tashchy,VfB Stuttgart,0.15945697,0,2,0.079728485,-0.15945697,0.2
Boubacar Kamara,Olympique de Marseille,0.014722055,0,1,0.014722055,-0.014722055,0.1
Boubacar Traore,Mali,0.011917526,0,1,0.011917526,-0.011917526,0.1
Boubakar Kouyate,Mali,0.25533541,0,2,0.127667705,-0.25533541,0.2
Boudewijn Zenden,Middlesbrough,0.07024414,0,3,0.023414713333333333,-0.07024414,0.3
Boukary Dramé,Atalanta,1.0460390944,0,18,0.05811328302222222,-1.0460390944,1.8
Boulaye Dia,Senegal,0.830956659,1,8,0.103869582375,0.16904334099999996,0.8
Bouna Sarr,Marseille,0.01756044,0,1,0.01756044,-0.01756044,0.1
Bouna Sarr,Olympique de Marseille,1.2254232299999999,2,15,0.081694882,0.7745767700000001,1.5
Boško Janković,Hellas Verona,1.3191044360000002,1,15,0.08794029573333334,-0.31910443600000016,1.5
Boštjan Cesar,Chievo,2.067642378,1,15,0.1378428252,-1.067642378,1.5
Bradden Inman,Mumbai City,0.414818665,0,4,0.10370466625,-0.414818665,0.4
Bradley Barcola,France,1.14153643,1,3,0.38051214333333333,-0.14153642999999994,0.3
Bradley Barcola,Lyon,0.38587162,1,2,0.19293581,0.6141283799999999,0.2
Bradley Johnson,Norwich City,0.873048334,0,10,0.0873048334,-0.873048334,1.0
Bradley Locko,Stade de Reims,0.09087229,0,1,0.09087229,-0.09087229,0.1
Bradley Shaun Smith,Liverpool,0.030441523,0,1,0.030441523,-0.030441523,0.1
Brais Méndez Portela,Celta Vigo,0.712969771,0,7,0.10185282442857144,-0.712969771,0.7
Brajan Gruda,FSV Mainz 05,0.033213478,0,1,0.033213478,-0.033213478,0.1
Branco van den Boomen,Toulouse,0.301905334,1,7,0.043129333428571434,0.698094666,0.7
Brandon Fernandes,Goa,0.671454857,0,12,0.05595457141666666,-0.671454857,1.2
Brandon Vázquez Toledo,Cincinnati,0.21521073999999998,0,2,0.10760536999999999,-0.21521073999999998,0.2
Brandt Bronico,Charlotte,0.06443837,0,1,0.06443837,-0.06443837,0.1
Branimir Hrgota,Borussia Mönchengladbach,0.18826151600000002,0,2,0.09413075800000001,-0.18826151600000002,0.2
Branislav Ivanović,Chelsea,2.903399359,2,28,0.10369283424999999,-0.9033993589999998,2.8
Braulio Nóbrega Rodríguez,Real Zaragoza,0.14043112,0,1,0.14043112,-0.14043112,0.1
Brayan Andrés Perea Vargas,Troyes,0.9923548099999999,0,6,0.16539246833333332,-0.9923548099999999,0.6
Brecht Dejaegere,Toulouse,0.033523884,0,1,0.033523884,-0.033523884,0.1
Brede Hangeland,Crystal Palace,0.57010669,0,5,0.114021338,-0.57010669,0.5
Breel-Donald Embolo,Switzerland,5.0009226159999995,5,29,0.17244560744827583,-0.0009226159999995431,2.9
Brendan Joel Zibusiso Galloway,Everton,1.104813405,0,9,0.12275704500000001,-1.104813405,0.9
Brenden Aaronson,United States,0.107571796,0,1,0.107571796,-0.107571796,0.1
Brennan Johnson,Wales,0.130077729,0,3,0.043359243,-0.130077729,0.3
Brett Ormerod,Southampton,0.333876545,0,2,0.1669382725,-0.333876545,0.2
Brian McBride,Fulham,0.018168801,0,1,0.018168801,-0.018168801,0.1
Brianna Alexis Pinto,North Carolina Courage,0.8525242780000001,1,10,0.0852524278,0.14747572199999992,1.0
Brianna Visalli,Birmingham City WFC,0.814891986,0,11,0.07408108963636363,-0.814891986,1.1
Brianna Visalli,West Ham United LFC,3.009382785,1,25,0.1203753114,-2.009382785,2.5
Brice Dja Djédjé,Marseille,0.020103917,0,1,0.020103917,-0.020103917,0.1
Brice Dja Djédjé,Olympique de Marseille,0.487947401,0,9,0.05421637788888889,-0.487947401,0.9
Bright Osayi-Samuel,Nigeria,0.23980286,0,2,0.11990143,-0.23980286,0.2
Brison Deuben Fernandes,Goa,0.144558696,0,2,0.072279348,-0.144558696,0.2
Brittany Ratcliffe,North Carolina Courage,1.520428252,0,9,0.16893647244444446,-1.520428252,0.9
Brooke Aspin,Bristol City WFC,0.759258806,2,10,0.0759258806,1.240741194,1.0
Brooke Chaplen,Reading WFC,9.723662338,11,93,0.1045555090107527,1.2763376619999995,9.3
Brooke Elby,Chicago Red Stars,0.158152014,0,2,0.079076007,-0.158152014,0.2
Brooke Elby,Utah Royals,0.038137086,0,1,0.038137086,-0.038137086,0.1
Brooke Hendrix,West Ham United LFC,0.8401899399999999,0,9,0.09335443777777777,-0.8401899399999999,0.9
Brou Benjamin Angoua,Guingamp,0.6015452,1,4,0.1503863,0.3984548,0.4
Bruna Santos Nhaia,Brazil Women's,0.038248673,0,1,0.038248673,-0.038248673,0.1
Bruna Santos Nhaia,NJ/NY Gotham FC,0.655512939,2,6,0.10925215649999999,1.3444870610000001,0.6
Bruna Vilamala Costa,Barcelona WFC,5.0543923,5,53,0.09536589245283018,-0.05439229999999995,5.3
Bruno Alberto Langa,Mozambique,0.187363939,0,4,0.04684098475,-0.187363939,0.4
Bruno Alexandre Vilela Gama,RC Deportivo La Coruña,0.016176153,0,1,0.016176153,-0.016176153,0.1
Bruno Edgar Silva Almeida,Bengaluru,1.25742361,0,19,0.06618019,-1.25742361,1.9
Bruno Giordano,Napoli,0.755782088,1,6,0.12596368133333333,0.24421791199999998,0.6
Bruno González Cabrera,Real Betis,1.420510014,0,17,0.0835594125882353,-1.420510014,1.7
Bruno Guimarães Rodriguez Moura,Brazil,1.419742957,0,11,0.12906754154545455,-1.419742957,1.1
Bruno Guimarães Rodriguez Moura,Lyon,0.04106909,0,1,0.04106909,-0.04106909,0.1
Bruno Henrique Pinto,Wolfsburg,0.311954281,0,4,0.07798857025,-0.311954281,0.4
Bruno Miguel Borges Fernandes,Portugal,2.664605417,4,26,0.10248482373076924,1.3353945829999998,2.6
Bruno Miguel Borges Fernandes,Udinese,3.6859435445999997,3,53,0.06954610461509433,-0.6859435445999997,5.3
Bruno Miranda Villagomez,Bolivia,0.18160696,1,1,0.18160696,0.81839304,0.1
"Bruno N""Gotty",Bolton Wanderers,0.20528145,0,1,0.20528145,-0.20528145,0.1
Bruno Petković,Croatia,1.38332993,1,7,0.19761856142857143,-0.38332992999999993,0.7
Bruno Soriano Llido,Villarreal,3.773496766,5,25,0.15093987064,1.226503234,2.5
Bruno da Silva Peres,Torino,2.063630142,3,40,0.05159075355,0.9363698579999999,4.0
Bryan Alberto Silva Teixeira Jr.,Cape Verde Islands,1.07782736,2,3,0.35927578666666665,0.9221726400000001,0.3
Bryan Cristante,Italy,0.195762315,0,4,0.04894057875,-0.195762315,0.4
Bryan Cristante,Palermo,0.23542264000000002,0,2,0.11771132000000001,-0.23542264000000002,0.2
Bryan Dabo,Montpellier,3.9974873994999998,5,35,0.1142139257,1.0025126005000002,3.5
Bryan Mbeumo,Cameroon,0.222547164,0,2,0.111273582,-0.222547164,0.2
Bryan Oviedo,Costa Rica,0.113830639,0,3,0.037943546333333335,-0.113830639,0.3
Bryan Oviedo,Everton,0.361927756,0,5,0.0723855512,-0.361927756,0.5
Bryan Ruiz González,Costa Rica,0.80875722,0,2,0.40437861,-0.80875722,0.2
Budu Zivzivadze,Georgia,0.1805339,0,1,0.1805339,-0.1805339,0.1
Bukayo Saka,England,2.855732742,5,17,0.16798427894117646,2.144267258,1.7
Burak Yılmaz,Lille,0.60262332,0,2,0.30131166,-0.60262332,0.2
Burak Yılmaz,Turkey,1.005607576,0,10,0.10056075760000001,-1.005607576,1.0
Busisiwe Ndimeni,South Africa Women's,0.037577245,0,1,0.037577245,-0.037577245,0.1
Bárbara Latorre Viñals,AS Roma W,1.224169603,0,12,0.10201413358333333,-1.224169603,1.2
Bárbara Latorre Viñals,FC Levante Badalona,1.044092096,0,6,0.17401534933333332,-1.044092096,0.6
Bárbara López Gorrado,CD Sporting de Huelva,1.5358039355,2,13,0.11813876426923077,0.46419606450000006,1.3
Bénédicte Simon,FC Levante Badalona,0.154271568,0,5,0.0308543136,-0.154271568,0.5
Bích Thùy Nguyễn Thị,Vietnam Women's,0.313128762,0,4,0.0782821905,-0.313128762,0.4
Caglar Söyüncü,Turkey,0.03820183,0,1,0.03820183,-0.03820183,0.1
Caio Henrique Oliveira Silva,AS Monaco,0.08391566,0,1,0.08391566,-0.08391566,0.1
Caitlin Cosme,Orlando Pride,0.2911517,0,1,0.2911517,-0.2911517,0.1
Caitlin Dijkstra,Netherlands Women's,0.042082366,0,1,0.042082366,-0.042082366,0.1
Caitlin Jade Foord,Arsenal WFC,13.890272099,14,86,0.1615147918488372,0.1097279009999994,8.6
Caitlin Jade Foord,Australia Women's,4.077997647,3,23,0.17730424552173912,-1.0779976470000001,2.3
Caitlin Jade Foord,Portland Thorns,0.161710717,0,2,0.0808553585,-0.161710717,0.2
Caiuby Francisco da Silva,Augsburg,4.201382755,4,67,0.06270720529850746,-0.20138275500000002,6.7
Cali Farquharson,Washington Spirit,0.06055212,0,1,0.06055212,-0.06055212,0.1
Callum Davidson,Leicester City,0.01555724,0,1,0.01555724,-0.01555724,0.1
Callum McGregor,Scotland,0.344252336,1,5,0.0688504672,0.655747664,0.5
Callum McManaman,West Bromwich Albion,0.770380835,0,8,0.096297604375,-0.770380835,0.8
Callum Wilson,AFC Bournemouth,3.1090805450000003,5,18,0.17272669694444445,1.8909194549999997,1.8
Calum Chambers,Arsenal,0.22830260600000002,0,2,0.11415130300000001,-0.22830260600000002,0.2
Calvin Anele Ngcongca,Troyes,0.326046741,0,4,0.08151168525,-0.326046741,0.4
Calvin Bassey Ughelumba,Nigeria,0.54582212,0,2,0.27291106,-0.54582212,0.2
Calvin Stengs,OGC Nice,0.031668924,0,1,0.031668924,-0.031668924,0.1
Cameron Borthwick-Jackson,Manchester United,0.013700762,0,1,0.013700762,-0.013700762,0.1
Cameron Brannagan,Liverpool,0.15703292,0,1,0.15703292,-0.15703292,0.1
Cameron Jerome,Norwich City,6.830536675,3,49,0.13939870765306123,-3.8305366750000003,4.9
Cameron Tucker,Houston Dash,0.5913929899999999,0,7,0.08448471285714285,-0.5913929899999999,0.7
Camila Alejandra Saez Oyaneder,Chile Women's,0.19612628,0,1,0.19612628,-0.19612628,0.1
Camila Alejandra Saez Oyaneder,Madrid CFF,0.759677027,0,9,0.08440855855555555,-0.759677027,0.9
Camila Martins Pereira,Orlando Pride,0.518584842,0,9,0.057620538,-0.518584842,0.9
Camryn Biegalski,Washington Spirit,0.18907562,0,1,0.18907562,-0.18907562,0.1
Caprice Dydasco,Houston Dash,0.413861465,0,10,0.0413861465,-0.413861465,1.0
Caprice Dydasco,Washington Spirit,0.695300401,0,4,0.17382510025,-0.695300401,0.4
Cari Roccaro,Chicago Red Stars,1.345381386,1,10,0.1345381386,-0.3453813859999999,1.0
Carina Alicia Baltrip-Reyes,Panama Women's,0.0385995,0,1,0.0385995,-0.0385995,0.1
Carina Wenninger,Austria Women's,0.07028621,0,1,0.07028621,-0.07028621,0.1
Carl Cort,Wolverhampton Wanderers,0.075640716,0,1,0.075640716,-0.075640716,0.1
Carl Gerard McHugh,ATK Mohun Bagan,0.187927582,0,5,0.037585516400000005,-0.187927582,0.5
Carl Gerard McHugh,Mohun Bagan Super Giant,0.3590569875,0,10,0.03590569875,-0.3590569875,1.0
Carl Jenkinson,West Ham United,0.552851309,2,7,0.07897875842857142,1.447148691,0.7
Carl Medjani,Leganés,0.09177281799999999,0,2,0.045886408999999996,-0.09177281799999999,0.2
Carl Medjani,Levante UD,0.440356927,1,6,0.07339282116666666,0.5596430729999999,0.6
Carla Andrés Abad,SD Eibar,0.74196428,1,9,0.08244047555555556,0.25803571999999997,0.9
Carla Armengol Joaniquet,Real Betis Balompié,2.076240272,2,43,0.048284657488372094,-0.07624027200000016,4.3
Carla Humphrey,Bristol City WFC,2.5525140615,0,47,0.05430880981914894,-2.5525140615,4.7
Carleigh Bennett Frilles,Philippines Women's,0.018294664,0,1,0.018294664,-0.018294664,0.1
Carles Aleña Castillo,Barcelona,1.0509546379999999,2,12,0.08757955316666666,0.9490453620000001,1.2
Carles Aleña Castillo,Real Betis,0.03181922,0,1,0.03181922,-0.03181922,0.1
Carles Gil de Pareja Vicent,Aston Villa,1.0936811,2,18,0.06076006111111111,0.9063189,1.8
Carles Gil de Pareja Vicent,Elche,0.03639881,0,1,0.03639881,-0.03639881,0.1
Carles Gil de Pareja Vicent,RC Deportivo La Coruña,0.068165459,0,3,0.022721819666666667,-0.068165459,0.3
Carles Planas Antolínez,Celta Vigo,0.210245516,0,3,0.07008183866666666,-0.210245516,0.3
Carles Puyol i Saforcada,Barcelona,9.016600808,10,56,0.1610107287142857,0.9833991920000003,5.6
Carles Pérez Sayol,Barcelona,0.29879241,0,2,0.149396205,-0.29879241,0.2
Carles Rexach i Cerdà,Barcelona,1.308667561,2,11,0.11896977827272727,0.691332439,1.1
Carli Anne Hollins,NJ/NY Gotham FC,2.1988711515,2,15,0.1465914101,-0.19887115150000012,1.5
Carli Anne Hollins,United States Women's,3.13632589,3,17,0.18448975823529412,-0.13632589000000017,1.7
Carlos Alberto Gomes de Jesus,FC Porto,0.14029089,1,1,0.14029089,0.85970911,0.1
Carlos Alberto Rodríguez Gómez,Mexico,0.24902944,0,2,0.12451472,-0.24902944,0.2
Carlos Alberto Sánchez Moreno,Aston Villa,0.533370857,0,13,0.04102852746153846,-0.533370857,1.3
Carlos Alberto Tevez,Juventus,0.358534868,0,4,0.089633717,-0.358534868,0.4
Carlos Alberto Torres,Brazil,0.6985257979999999,1,13,0.053732753692307685,0.3014742020000001,1.3
Carlos Alberto Vela Garrido,LAFC,0.133666636,0,4,0.033416659,-0.133666636,0.4
Carlos Alberto Vela Garrido,Mexico,1.670773134,1,10,0.1670773134,-0.670773134,1.0
Carlos Alberto Vela Garrido,Real Sociedad,9.629972842,6,73,0.13191743619178084,-3.629972842000001,7.3
Carlos Alonso González,Real Madrid,0.13852540400000002,1,2,0.06926270200000001,0.861474596,0.2
Carlos Andrés Diogo Enseñat,Real Zaragoza,0.168831758,0,3,0.056277252666666666,-0.168831758,0.3
Carlos Andrés Sánchez Arcosa,Uruguay,0.12409054,0,2,0.06204527,-0.12409054,0.2
Carlos Arturo Bacca Ahumada,AC Milan,13.950739369999999,18,81,0.17223135024691358,4.049260630000001,8.1
Carlos Arturo Bacca Ahumada,Colombia,1.0147675,0,3,0.33825583333333337,-1.0147675,0.3
Carlos Arturo Bacca Ahumada,Sevilla,0.495103432,0,5,0.0990206864,-0.495103432,0.5
Carlos Arturo Bacca Ahumada,Villarreal,0.727155261,1,6,0.12119254350000001,0.27284473899999995,0.6
Carlos Augusto Zambrano Ochandarte,Eintracht Frankfurt,0.303203401,0,3,0.10106780033333333,-0.303203401,0.3
Carlos Augusto Zambrano Ochandarte,Peru,0.062192738,0,2,0.031096369,-0.062192738,0.2
Carlos Baleba,Lille,0.01855427,0,1,0.01855427,-0.01855427,0.1
Carlos Caetano Bledorn Verri,Brazil,0.18098201,0,1,0.18098201,-0.18098201,0.1
Carlos Calvo Sobrado,Xerez,0.03848661,0,1,0.03848661,-0.03848661,0.1
Carlos Carmona Bonet,Sporting Gijón,2.207280601,2,15,0.14715204006666666,-0.2072806009999999,1.5
Carlos Castro García,Sporting Gijón,5.838441269,8,26,0.2245554334230769,2.1615587310000004,2.6
Carlos Córdoba,Boca Juniors,0.10474848,0,1,0.10474848,-0.10474848,0.1
Carlos Daniel Tapia,Argentina,0.09492743,0,1,0.09492743,-0.09492743,0.1
Carlos Eccehomo Cuesta Figueroa,Colombia,0.24687114300000002,0,3,0.08229038100000001,-0.24687114300000002,0.3
Carlos Eduardo de Castro Lourenço,Troyes,0.279938456,0,3,0.09331281866666667,-0.279938456,0.3
Carlos Emilio Carmona Tello,Atalanta,0.07360609,0,1,0.07360609,-0.07360609,0.1
Carlos Fernández Luna,Granada,0.018616632,0,1,0.018616632,-0.018616632,0.1
Carlos Fernández Luna,Real Sociedad,0.093167946,0,1,0.093167946,-0.093167946,0.1
Carlos Gurpegi Nausia,Athletic Club,0.640385941,0,9,0.07115399344444445,-0.640385941,0.9
Carlos Henrique Casimiro,Brazil,1.422484835,2,14,0.10160605964285714,0.5775151650000001,1.4
Carlos Henrique Casimiro,Real Madrid,2.399324826,3,34,0.07056837723529412,0.600675174,3.4
Carlos Joaquín Correa,Sampdoria,3.347609571,3,35,0.09564598774285714,-0.347609571,3.5
Carlos Joaquín Correa,Sevilla,0.341026538,0,4,0.0852566345,-0.341026538,0.4
Carlos Joel Salcedo Hernández,Mexico,0.142359382,0,5,0.028471876400000002,-0.142359382,0.5
Carlos Jorge Neto Martins,Granada,0.041065484,0,1,0.041065484,-0.041065484,0.1
Carlos Jorge Neto Martins,Recreativo Huelva,0.394698114,0,5,0.0789396228,-0.394698114,0.5
Carlos Lázaro Vallejo,Real Valladolid,0.151194251,0,2,0.0755971255,-0.151194251,0.2
Carlos Manuel Bocanegra,Fulham,0.014875628,0,1,0.014875628,-0.014875628,0.1
Carlos Manuel Morete Markov,Las Palmas,0.113059233,0,2,0.0565296165,-0.113059233,0.2
Carlos Marchena López,RC Deportivo La Coruña,0.07972861,0,1,0.07972861,-0.07972861,0.1
Carlos Marchena López,Valencia,0.044522744,0,1,0.044522744,-0.044522744,0.1
Carlos Mario Carbonero Mancilla,Sampdoria,0.5741479820000001,0,6,0.09569133033333334,-0.5741479820000001,0.6
Carlos Martín Vigaray,Getafe,0.45157359599999997,1,4,0.11289339899999999,0.548426404,0.4
Carlos Martínez Díez,Real Sociedad,0.37517445499999996,0,5,0.07503489099999999,-0.37517445499999996,0.5
Carlos Merino González,Gimnàstic Tarragona,0.04215939,0,1,0.04215939,-0.04215939,0.1
Carlos Neva Tey,Granada,0.0256283,0,1,0.0256283,-0.0256283,0.1
Carlos Reina Aranda,Granada,0.09451479,0,1,0.09451479,-0.09451479,0.1
Carlos Reina Aranda,Osasuna,0.560189036,0,3,0.18672967866666668,-0.560189036,0.3
Carlos Reina Aranda,Real Zaragoza,0.417679458,1,4,0.1044198645,0.5823205419999999,0.4
Carlos Soler Barragán,Paris Saint-Germain,0.958769518,3,8,0.11984618975,2.041230482,0.8
Carlos Soler Barragán,Spain,1.225150255,1,5,0.245030051,-0.22515025499999997,0.5
Carlos Soler Barragán,Valencia,0.184100289,1,4,0.04602507225,0.815899711,0.4
Carlos Uriel Antuna Romero,Mexico,0.38838064800000005,0,4,0.09709516200000001,-0.38838064800000005,0.4
Carlota Suárez Crespo,Granada W,6.638158443,5,36,0.18439329008333333,-1.638158443,3.6
Carlotta Imping,Köln,0.111968849,0,2,0.0559844245,-0.111968849,0.2
Carlotta Wamser,Eintracht Frankfurt W,0.79049037,1,4,0.1976225925,0.20950963,0.4
Carlotta Wamser,Germany Women's,0.25396697,0,4,0.0634917425,-0.25396697,0.4
Carlotta Wamser,Köln,2.013022054,1,10,0.2013022054,-1.013022054,1.0
Carlotte Wubben-Moy,Arsenal WFC,3.408299173,3,28,0.12172497046428572,-0.40829917300000007,2.8
Carmelo Algarañaz Añez,Bolivia,0.098825542,0,2,0.049412771,-0.098825542,0.2
Carmelo José González Jiménez,Sporting Gijón,0.20773451,0,1,0.20773451,-0.20773451,0.1
Carmen Menayo Montero,Atletico Madrid W,0.742269275,0,9,0.08247436388888889,-0.742269275,0.9
Carmen Álvarez,Real Betis Balompié,0.63787908,1,4,0.15946977,0.36212091999999996,0.4
Carole da Silva Costa,Portugal Women's,1.1271988755,1,8,0.1408998594375,-0.12719887549999997,0.8
Carolin Simon,Bayern München W,0.18928690199999998,1,4,0.047321725499999995,0.810713098,0.4
Carolin Simon,Germany Women's,0.14086719,0,1,0.14086719,-0.14086719,0.1
Carolina Férez Méndez,Real Betis Balompié,2.8072579505,2,30,0.09357526501666666,-0.8072579504999999,3.0
Carolina Herrera Atienza,Levante UD Femenino,0.090640264,0,2,0.045320132,-0.090640264,0.2
Carolina Mendes,Portugal Women's,0.15566075,0,1,0.15566075,-0.15566075,0.1
Caroline Graham Hansen,Barcelona WFC,14.854939318,21,102,0.14563665998039216,6.145060682,10.2
Caroline Graham Hansen,Norway Women's,5.254855279,5,36,0.14596820219444445,-0.25485527900000005,3.6
Caroline Møller Hansen,Real Madrid CF W,7.3625978565,9,37,0.19898913125675674,1.6374021435000001,3.7
Caroline Pleidrup Gram,Sassuolo W,0.8147310295,1,12,0.06789425245833333,0.18526897050000002,1.2
Caroline Siems,Aston Villa,0.506100884,0,9,0.05623343155555555,-0.506100884,0.9
Caroline Siems,TSV Bayer 04 Leverkusen,0.434923766,0,7,0.06213196657142857,-0.434923766,0.7
Caroline Weir,Manchester City WFC,12.6245405665,16,110,0.11476855060454545,3.3754594334999997,11.0
Caroline Weir,Real Madrid CF W,0.294728687,0,5,0.058945737399999996,-0.294728687,0.5
Caroline Weir,Scotland W,0.070724803,0,4,0.01768120075,-0.070724803,0.4
Carrie Jones,Bristol City WFC,2.525759143,3,20,0.12628795715000002,0.47424085699999985,2.0
Carson Pickett,Orlando Pride,0.011464381,0,1,0.011464381,-0.011464381,0.1
Carson Pickett,Racing Louisville FC,0.7600465435,0,12,0.06333721195833333,-0.7600465435,1.2
Casey Marie Krueger,Chicago Red Stars,1.057647479,1,11,0.09614977081818181,-0.05764747899999989,1.1
Casey Yu-Jin Phair,Korea Republic Women's,0.36092551,0,2,0.180462755,-0.36092551,0.2
