player,team,xG,goals,shots,xG_diff
Jefferson Agustín Farfán Guadalupe,Peru,0.697126879,0,4,-0.697126879
Jefferson Andrés Lerma Solís,Colombia,0.532679688,2,10,1.467320312
Jefferson Andrés Lerma Solís,Levante UD,2.3456381285,1,39,-1.3456381285
Jefferson Anilson Silva Encada,Guinea-Bissau,0.039990491,0,2,-0.039990491
Jefferson Antonio Montero Vite,Real Betis,0.031399599,0,2,-0.031399599
Jefferson Antonio Montero Vite,Swansea City,2.029478743,0,21,-2.029478743
Jefferson Brenes Rojas,Costa Rica,0.041851558,0,1,-0.041851558
Jefferson David Savarino Quintero,Venezuela,0.76046705,0,1,-0.76046705
Jeffren Isaac Suárez Bermúdez,Barcelona,1.573875879,3,10,1.426124121
Jeffrey Astle,England,0.20631084,0,1,-0.20631084
Jeffrey Gouweleeuw,Augsburg,0.73998321,0,2,-0.73998321
Jeffrey Schlupp,Leicester City,2.328492076,1,25,-1.3284920759999999
Jeison Fabián Murillo Cerón,Inter Milan,1.984432205,2,21,0.01556779499999994
Jeleaugh Rosa,Duisburg WFC,0.0209332,0,1,-0.0209332
Jelena Canković,Chelsea FCW,0.5860293089999999,0,7,-0.5860293089999999
Jelena Prvulovic,Duisburg WFC,0.610529205,0,9,-0.610529205
Jemerson de Jesus Nascimento,AS Monaco,0.06533986,0,1,-0.06533986
Jemma Elizabeth Purfield,Bristol City WFC,0.371626295,1,10,0.628373705
Jemma Elizabeth Purfield,Liverpool WFC,0.047465816,0,1,-0.047465816
Jenna Bike,Chicago Red Stars,0.26567356599999997,0,5,-0.26567356599999997
Jenna Clark,Liverpool WFC,1.093564616,1,9,-0.0935646160000001
Jenna Nighswonger,NJ/NY Gotham FC,4.3145501215,3,40,-1.3145501215
Jenna Winebrenner,KC Current,0.026319135,0,1,-0.026319135
Jennifer Hermoso Fuentes,Spain Women's,6.546210052999999,6,38,-0.5462100529999994
Jennifer Miley Falk,Sweden Women's,0.7539362,0,1,-0.7539362
Jennifer Onyi Echegini,Juventus W,5.633089632,10,31,4.366910368
Jennifer Patricia Beattie,Arsenal WFC,1.8329076290000001,2,10,0.16709237099999985
Jennifer Patricia Beattie,Manchester City WFC,1.631100115,1,14,-0.631100115
Jennifer Patricia Beattie,Scotland W,0.54897643,1,3,0.45102357000000004
Jenny Danielsson,WNT Finland,0.04604351,0,1,-0.04604351
Jenny Hipp,RB Leipzig W,2.2896374045,2,24,-0.2896374045000001
Jens Hegeler,Hertha Berlin,0.74241242,0,13,-0.74241242
Jens Stryger Larsen,Denmark,0.042940371000000005,0,2,-0.042940371000000005
Jens-Lys Michel Cajuste,Stade de Reims,0.064137034,0,1,-0.064137034
Jeong-Ho Hong,Augsburg,1.592365292,2,15,0.407634708
Jerdy Schouten,Netherlands,0.18481383,0,1,-0.18481383
Jere Juhani Uronen,Charlotte,0.013120734,0,1,-0.013120734
Jeremain Lens,Sunderland,1.9358213005,3,28,1.0641786995
Jeremie Boga,Côte d'Ivoire,0.06836465,0,1,-0.06836465
Jeremie Boga,Granada,0.13785292,0,1,-0.13785292
Jeremie Boga,Rennes,2.1979408449999998,3,21,0.8020591550000002
Jeremie Frimpong,Bayer Leverkusen,9.122500807,9,56,-0.12250080699999977
Jeremie Frimpong,Netherlands,0.20835051,0,2,-0.20835051
Jeremy Doku,Belgium,0.746383429,0,8,-0.746383429
Jeremy Leonel Sarmiento Morante,Ecuador,0.57670544,1,7,0.42329456
Jeremy Toljan,Hoffenheim,0.606030461,1,6,0.393969539
Jermain Defoe,Sunderland,13.720946518,15,88,1.2790534820000001
Jermain Defoe,Tottenham Hotspur,0.245024684,0,3,-0.245024684
Jermaine Pennant,Leeds United,0.112083166,0,2,-0.112083166
Jermaine Pennant,Liverpool,0.06226435,0,1,-0.06226435
Jermaine Seoposenwe,South Africa Women's,0.159113393,0,4,-0.159113393
Jerry Lalrinzuala,Chennaiyin,0.286796661,0,6,-0.286796661
Jerry Mawihmingthanga,Odisha,2.084759252,3,22,0.915240748
Jerry Uche Mbakogu,Carpi,6.125535427,2,35,-4.125535427
Jerónimo Figueroa Cabrera,Las Palmas,1.538162818,0,18,-1.538162818
Jesper Lindstrøm,Denmark,0.5001197900000001,0,3,-0.5001197900000001
Jesse Lingard,England,1.3162628029999999,1,16,-0.31626280299999987
Jesse Lingard,Manchester United,3.132120703,4,31,0.867879297
Jessel Carneiro,Kerala Blasters,0.312498305,0,6,-0.312498305
Jessic Ngankam,FSV Mainz 05,0.040724125,0,1,-0.040724125
Jessica Anne Clarke,Liverpool WFC,3.585538946,1,28,-2.585538946
Jessica Carter,Chelsea FCW,1.124251563,1,7,-0.12425156300000006
Jessica Dahiana Martínez Villagra,FC Levante Badalona,6.155973248,8,66,1.8440267520000004
Jessica De Filippo,CD Sporting de Huelva,1.7342920210000001,1,23,-0.7342920210000001
Jessica Fishlock,OL Reign,1.284041548,0,11,-1.284041548
Jessica Fishlock,Reading WFC,2.074453028,2,34,-0.0744530280000002
Jessica Fishlock,Seattle Reign,3.361845239,4,43,0.638154761
Jessica Fishlock,Wales W,0.780827886,1,4,0.21917211400000003
Jessica May,Nürnberg W,0.215561123,0,5,-0.215561123
Jessica McDonald,North Carolina Courage,7.578084612,3,39,-4.578084612
Jessica McDonald,Racing Louisville FC,0.655045831,0,4,-0.655045831
Jessica McDonald,United States Women's,0.303652005,0,2,-0.303652005
Jessica Naz,Tottenham Hotspur Women,3.114217422,3,27,-0.11421742199999985
Jessica Park,England Women's,0.15082358,0,1,-0.15082358
Jessica Park,Manchester City WFC,3.8562042475,4,34,0.14379575249999998
Jessica Sigsworth,Manchester United,2.385554026,1,14,-1.3855540259999999
Jessica Sigsworth,Manchester United W,1.73338369,4,10,2.26661631
Jessica Ziu,West Ham United LFC,1.766795985,0,12,-1.766795985
Jessie Alexandra Fleming,Canada Women's,0.513317504,1,3,0.486682496
Jessie Alexandra Fleming,Chelsea FCW,2.16045883,1,12,-1.16045883
Jessika Rebecca Macayan Cowart,Philippines Women's,0.033877786,0,1,-0.033877786
Jessy Pi,Troyes,1.8682658735,3,54,1.1317341265
Jesus Antonio de la Cruz Gallego,Barcelona,0.03756534,0,1,-0.03756534
Jesé Rodríguez Ruiz,Las Palmas,0.256414505,0,2,-0.256414505
Jesé Rodríguez Ruiz,Real Betis,0.448502976,0,2,-0.448502976
Jesé Rodríguez Ruiz,Real Madrid,2.958590466,6,22,3.041409534
Jesús Abdallah Castillo Molina,Peru,0.023380443,0,1,-0.023380443
Jesús Capitán Prada,Real Betis,0.01505557,0,1,-0.01505557
Jesús Daniel Gallardo Vasconcelos,Mexico,0.190248425,0,2,-0.190248425
Jesús David Murillo Largacha,LAFC,0.24344181,0,2,-0.24344181
Jesús Gámez Duarte,Atlético Madrid,0.067474269,0,2,-0.067474269
Jesús Joaquín Fernández Sáez de la Torre,AC Milan,0.0305232355,0,2,-0.0305232355
Jesús Joaquín Fernández Sáez de la Torre,Genoa,2.080700235,6,37,3.919299765
Jesús Joaquín Fernández Sáez de la Torre,Sevilla,0.047583647,0,1,-0.047583647
Jesús Navas González,Manchester City,2.629182186,0,31,-2.629182186
Jesús Navas González,Sevilla,1.337275101,2,15,0.6627248990000001
Jesús Perera López,Celta Vigo,0.08631629,0,1,-0.08631629
Jesús Rueda Ambrosio,Real Valladolid,0.06211163,0,1,-0.06211163
Jewison Bennette,Costa Rica,0.03330088,0,1,-0.03330088
Jhon Adolfo Arias Andrade,Colombia,0.295132293,0,7,-0.295132293
Jhon Andrés Córdoba Copete,Colombia,1.468776765,2,11,0.5312232349999999
Jhon Andrés Córdoba Copete,Espanyol,0.09511304,0,1,-0.09511304
Jhon Andrés Córdoba Copete,FSV Mainz 05,4.96453278,5,30,0.03546722000000013
Jhonder Leonel Cádiz Fernández,Venezuela,0.9898282350000001,2,4,1.010171765
Ji-Sung Park,Manchester United,0.20727083,0,1,-0.20727083
Jiahui Lou,China PR Women's,0.13309136,0,1,-0.13309136
Jiali Tang,FC Levante Badalona,0.915893953,1,10,0.08410604700000002
Jihai Sun,Manchester City,0.025359647,0,1,-0.025359647
Jill Janssens,Belgium Women's,0.144419586,0,2,-0.144419586
Jill Janssens,Hoffenheim W,3.903668216,3,25,-0.9036682159999998
Jill Johanna Wilhelmina Baijings,Bayern München W,0.712469749,0,12,-0.712469749
Jill Roord,Arsenal WFC,9.058795008,9,64,-0.05879500800000059
Jill Roord,Manchester City WFC,4.590387344,6,27,1.4096126560000002
Jill Roord,Netherlands Women's,4.754209417,6,35,1.2457905829999998
Jill Scott,England Women's,1.69521075,1,14,-0.69521075
Jill Scott,Everton LFC,1.159855347,2,11,0.8401446530000001
Jill Scott,Manchester City WFC,4.5482964225,1,37,-3.5482964225
Jillienne Aguilera,Chicago Red Stars,0.503001536,0,4,-0.503001536
Jiloan Hamad,Hoffenheim,0.563706327,1,4,0.436293673
Jim Allevinah,Clermont Foot,0.067846814,0,2,-0.067846814
Jimena López Fuentes,Valencia CF,0.764502748,1,9,0.23549725200000005
Jimmy Briand,Guingamp,8.4907385775,7,65,-1.4907385775000002
Jimmy Cabot,Lorient,0.8153140640000001,1,11,0.18468593599999994
Jimmy Cabot,Troyes,1.418548155,3,20,1.581451845
Jimmy McAlister,Seattle Sounders,0.03592233,0,1,-0.03592233
Jin-Su Kim,Hoffenheim,0.18074422,0,7,-0.18074422
Jin-Su Kim,South Korea,0.25194842,0,3,-0.25194842
Jirí Jarošík,Real Zaragoza,0.165654112,0,2,-0.165654112
Jitendra Singh,Jamshedpur,0.6737655300000001,0,11,-0.6737655300000001
Joachim Andersen,Denmark,0.5711880500000001,0,8,-0.5711880500000001
Joakim Mæhle,Denmark,1.6791130859999999,2,13,0.32088691400000013
Joan Capdevila Méndez,RC Deportivo La Coruña,0.06286267400000001,0,2,-0.06286267400000001
Joan Capdevila Méndez,Villarreal,0.28316039,0,3,-0.28316039
Joan Jordán Moreno,Eibar,0.159513962,0,3,-0.159513962
Joan Jordán Moreno,Espanyol,0.468445164,1,9,0.531554836
Joan Jordán Moreno,Sevilla,0.116608301,0,3,-0.116608301
Joan Sastre Vanrell,Mallorca,0.016471535,0,1,-0.016471535
Joan Verdú Fernández,Espanyol,0.647511576,0,8,-0.647511576
Joan Verdú Fernández,Fiorentina,0.217220825,1,4,0.7827791749999999
Joan Verdú Fernández,Levante UD,1.235636086,1,9,-0.23563608599999997
Joan Verdú Fernández,RC Deportivo La Coruña,0.203273001,0,4,-0.203273001
Joan Verdú Fernández,Real Betis,0.014427388,0,1,-0.014427388
Joana Filipa Gaspar Silva Marchão,Portugal Women's,0.161942613,0,5,-0.161942613
Joanna Lohman,Washington Spirit,0.31893326,0,2,-0.31893326
Joanna Tynnilä,WNT Finland,0.060653849,0,2,-0.060653849
Joaquín Fernández Moreno,Real Valladolid,0.03130246,0,1,-0.03130246
Joaquín José Marín Ruiz,Rayo Vallecano,1.054667545,0,18,-1.054667545
Joaquín Oscar Larrivey,Celta Vigo,0.72852061,1,4,0.27147939
Joaquín Oscar Larrivey,Rayo Vallecano,0.205669143,0,3,-0.205669143
Joaquín Sánchez Rodríguez,Málaga,0.016267309,0,1,-0.016267309
Joaquín Sánchez Rodríguez,Real Betis,4.258245925,3,33,-1.2582459249999998
Joaquín Sánchez Rodríguez,Valencia,0.297390323,0,5,-0.297390323
Jobby Justin,Chennaiyin,1.27220704,0,5,-1.27220704
Jocky Scott,Seattle Sounders,0.477985957,0,4,-0.477985957
Jodel Dossou,Clermont Foot,0.756852335,1,3,0.24314766499999996
Jodie Brett,Brighton & Hove Albion WFC,1.263488324,1,7,-0.2634883240000001
Jodie Hutton,Aston Villa,0.575332856,0,6,-0.575332856
Jodie Taylor,England Women's,1.8533767300000001,1,6,-0.8533767300000001
Jodie Taylor,OL Reign,5.328292465,4,19,-1.3282924649999996
Jody Brown,Jamaica Women's,0.40332559,0,2,-0.40332559
Jody Craddock,Wolverhampton Wanderers,0.22499922,0,1,-0.22499922
Joe Allen,Liverpool,1.3505470039999998,2,12,0.6494529960000002
Joe Allen,Wales,0.133102681,0,4,-0.133102681
Joe Aribo,Nigeria,0.05014289,0,1,-0.05014289
Joe Cole,Chelsea,0.05688453,0,1,-0.05688453
Joe Gomez,Liverpool,0.014755701,0,1,-0.014755701
Joe Ledley,Crystal Palace,0.42160667399999996,1,7,0.578393326
Joe Rodon,Wales,0.033698373,0,1,-0.033698373
Joe Zoherliana,NorthEast United,0.160705438,0,3,-0.160705438
Joel Chukwuma Obi,Torino,0.26095645,1,3,0.73904355
Joel Gerezgiher,Eintracht Frankfurt,0.254848011,0,4,-0.254848011
Joel Joseph Chianese,Hyderabad,2.745020512,4,15,1.254979488
Joel Nathaniel Campbell Samuels,Arsenal,2.225318172,3,20,0.7746818279999999
Joel Nathaniel Campbell Samuels,Costa Rica,0.216087643,0,4,-0.216087643
Joel Pohjanpalo,Finland,1.056334608,1,7,-0.05633460800000001
Joel Ward,Crystal Palace,1.218354174,2,17,0.7816458260000001
Joelinton Cassio Apolinário de Lira,Hoffenheim,0.13128449,0,2,-0.13128449
Joelle Anderson,Houston Dash,2.809036822,1,26,-1.809036822
Joelle Wedemeyer,VfL Wolfsburg WFC,1.01689392,2,10,0.98310608
Joey Barton,Manchester City,0.054921437000000004,0,2,-0.054921437000000004
Joey Veerman,Netherlands,0.266719392,0,2,-0.266719392
Jofre González Mateu,Levante UD,0.12785605,1,1,0.87214395
Johan Andrés Mojica Palacio,Colombia,0.103180497,0,2,-0.103180497
Johan Andrés Mojica Palacio,Girona,0.11447739,0,1,-0.11447739
Johan Audel,Nantes,3.180138403,2,32,-1.180138403
Johan Bakayoko,Belgium,0.333355726,0,3,-0.333355726
Johan Cruyff,Ajax,1.418126431,2,13,0.5818735690000001
Johan Cruyff,Barcelona,0.443403653,1,7,0.5565963469999999
Johan Cruyff,Netherlands,1.5510261570000001,3,9,1.4489738429999999
Johan Danon Djourou-Gbadjere,Hamburger SV,0.997513631,2,8,1.002486369
Johan Felipe Vásquez Ibarra,Mexico,0.254914205,0,5,-0.254914205
Johan Gastien,Clermont Foot,0.660282622,1,4,0.339717378
Johan Martial,Troyes,0.10703595,0,1,-0.10703595
Johan Neeskens,Ajax,0.390999184,0,8,-0.390999184
Johan Neeskens,Netherlands,1.77597418,3,21,1.22402582
Johann Berg Guðmunds­son,Iceland,0.0532465625,0,3,-0.0532465625
Johanna Rytting-Kaneryd,Chelsea FCW,3.379518114,4,22,0.6204818859999999
Johanna Rytting-Kaneryd,Sweden Women's,1.043527578,0,11,-1.043527578
Johannes Anthonius Bernardus Metgod,Real Madrid,0.11569870400000001,0,2,-0.11569870400000001
Johannes Flum,Eintracht Frankfurt,0.133386537,0,2,-0.133386537
Johannes Geis,Schalke 04,2.620203029,2,44,-0.6202030289999998
Johannes van den Bergh,Hertha Berlin,0.10733214,0,1,-0.10733214
John Aloisi,Osasuna,0.100762213,0,2,-0.100762213
John Anthony Brooks,Hertha Berlin,1.163612359,1,9,-0.16361235900000004
John Arne Semundseth Riise,Liverpool,0.9122898030000001,0,9,-0.9122898030000001
John Guidetti,Celta Vigo,5.8287650200000005,7,33,1.1712349799999995
John Guidetti,Deportivo Alavés,0.12347558,1,1,0.87652442
John Guidetti,Sweden,0.036569428,0,1,-0.036569428
John McGinn,Scotland,0.98527789,0,7,-0.98527789
John Michael Nchekwube Obinna,Chelsea,0.785626101,0,7,-0.785626101
John O''Shea,Sunderland,0.483745522,0,8,-0.483745522
John Stones,England,2.280030318,2,16,-0.2800303180000001
John Stones,Everton,0.833359948,0,8,-0.833359948
John Terry,Chelsea,1.220429517,1,11,-0.2204295169999999
John Tolkin,New York Red Bulls,0.08429059,0,1,-0.08429059
John Tshibumbu,Gazélec Ajaccio,3.695949102,3,32,-0.6959491020000002
John Yeboah Zamora,Ecuador,0.890351188,1,4,0.10964881199999998
Johnnie Jackson,Tottenham Hotspur,0.04306325,0,1,-0.04306325
Johnny Rep,Ajax,0.469545393,1,5,0.530454607
Johnny Rep,Netherlands,2.070079893,1,13,-1.070079893
Joleon Lescott,Aston Villa,2.162184704,2,11,-0.16218470399999996
Jon Ansotegi Gorostola,Eibar,0.34388822,0,4,-0.34388822
Jon Ansotegi Gorostola,Real Sociedad,0.050146695,0,1,-0.050146695
Jon Aurtenetxe Borde,Athletic Club,0.11516172,0,1,-0.11516172
Jon Bautista Orgilles,Real Sociedad,0.359904646,1,6,0.6400953540000001
Jon Dahl Tomasson,AC Milan,0.7475352,1,1,0.25246480000000004
Jon Errasti Zabalete,Eibar,0.098608084,0,1,-0.098608084
Jon Gorenc Stankovič,Slovenia,0.0415371,0,1,-0.0415371
Jon Mikel Aramburu Mejías,Venezuela,0.025615599,0,1,-0.025615599
Jon Moncayola Tollar,Osasuna,0.231385988,0,4,-0.231385988
Jonas Gonçalves Oliveira,Valencia,0.344506921,0,8,-0.344506921
Jonas Hector,FC Köln,0.618760878,0,10,-0.618760878
Jonas Hector,Germany,0.23979619000000002,0,2,-0.23979619000000002
Jonas Hofmann,Bayer Leverkusen,6.456568212,4,62,-2.4565682119999996
Jonas Hofmann,Borussia Dortmund,0.560270154,1,6,0.439729846
Jonas Hofmann,Borussia Mönchengladbach,0.993951379,0,10,-0.993951379
Jonas Hofmann,Germany,0.13167478,0,1,-0.13167478
Jonas Martin,Montpellier,3.730710953,4,31,0.269289047
Jonas Martin,Rennes,0.053362379,0,2,-0.053362379
Jonas Older Wind,Denmark,0.916209752,0,9,-0.916209752
Jonas Older Wind,Wolfsburg,0.628113668,0,6,-0.628113668
Jonas Olsson,West Bromwich Albion,0.983633998,1,6,0.016366002000000046
Jonatan Lillebror Johansson,Charlton Athletic,0.14055663899999998,0,3,-0.14055663899999998
Jonatan Soriano Casas,Espanyol,0.021278318,0,1,-0.021278318
Jonathan Bamba,Lille,1.625587594,2,9,0.37441240600000003
Jonathan Bamba,Saint-Étienne,0.770327479,1,9,0.22967252100000002
Jonathan Brison,Saint-Étienne,0.008514812,0,1,-0.008514812
Jonathan Buatu Mananga,Angola,0.64249694,0,3,-0.64249694
Jonathan Calleri,Espanyol,0.04487017,0,1,-0.04487017
Jonathan Calleri,Las Palmas,1.559276401,1,8,-0.559276401
Jonathan Calleri,Osasuna,0.478539107,0,5,-0.478539107
Jonathan Castro Otto,Celta Vigo,1.697238645,2,17,0.3027613549999999
Jonathan Clauss,Lens,0.22988294999999997,0,3,-0.22988294999999997
Jonathan Clauss,Marseille,0.273292504,0,2,-0.273292504
Jonathan Clauss,Olympique de Marseille,0.143038,0,1,-0.143038
Jonathan David,Canada,3.6643433069999998,4,18,0.33565669300000023
Jonathan David,Lille,2.824075842,2,14,-0.8240758420000001
Jonathan Delaplace,Caen,0.16278109600000001,0,4,-0.16278109600000001
Jonathan Delaplace,Stade Malherbe Caen,0.872514004,0,14,-0.872514004
Jonathan Douglas,Blackburn Rovers,0.02560037,0,1,-0.02560037
Jonathan Grant Evans,West Bromwich Albion,2.325607756,1,9,-1.3256077560000001
Jonathan Howson,Norwich City,2.4809518379999997,3,35,0.5190481620000003
Jonathan Javier Rodríguez Portillo,RC Deportivo La Coruña,1.526647621,0,19,-1.526647621
Jonathan Ludovic Biabiany,Inter Milan,1.672231141,1,20,-0.6722311409999999
Jonathan Martins-Pereira,Guingamp,0.36140090300000005,0,5,-0.36140090300000005
Jonathan Martins-Pereira,Troyes,0.15070318000000002,0,2,-0.15070318000000002
Jonathan Osorio,Canada,0.36282147,0,3,-0.36282147
Jonathan Pereira Rodríguez,Racing Santander,0.522734213,1,4,0.477265787
Jonathan Pereira Rodríguez,Real Betis,0.194511916,0,2,-0.194511916
Jonathan Pereira Rodríguez,Villarreal,0.21921666,0,1,-0.21921666
Jonathan Rodríguez Menéndez,Deportivo Alavés,0.034930605,0,1,-0.034930605
Jonathan Rodríguez Menéndez,Málaga,0.22921422,1,1,0.77078578
Jonathan Rodríguez Menéndez,Sporting Gijón,3.6050513525,5,56,1.3949486475000001
Jonathan Schmid,Hoffenheim,2.603336427,4,20,1.396663573
Jonathan Sesma González,Cádiz,0.413809998,0,3,-0.413809998
Jonathan Sesma González,Real Valladolid,0.851030102,0,5,-0.851030102
Jonathan Tah,Bayer Leverkusen,3.318737162,4,41,0.6812628379999999
Jonathan Tah,Germany,0.029259931,0,1,-0.029259931
Jonathan Viera Ramos,Las Palmas,9.924417696999999,10,90,0.0755823030000009
Jonathan Viera Ramos,Rayo Vallecano,0.111553553,0,2,-0.111553553
Jonathan Walters,Stoke City,4.750797178,5,33,0.249202822
Jonathan de Guzmán,Carpi,0.80228214,1,2,0.19771786000000002
Jonathan de Guzmán,Mallorca,0.102546164,0,2,-0.102546164
Jonathan dos Santos Ramírez,Barcelona,0.036478638,0,2,-0.036478638
Jonathan dos Santos Ramírez,Villarreal,1.569804283,0,20,-1.569804283
Jonathas Cristian de Jesus,Elche,0.017969046,0,1,-0.017969046
Jonathas Cristian de Jesus,Odisha,6.3000127699999995,8,34,1.6999872300000005
Jonathas Cristian de Jesus,Real Sociedad,7.55992726,7,58,-0.5599272600000003
Jone Amezaga,Athletic Club Bilbao,3.270443219,5,15,1.7295567809999999
Jonhatan Montiel Caballero,Rayo Vallecano,0.056418421999999996,0,2,-0.056418421999999996
Joni Ensio Kauko,ATK Mohun Bagan,2.0691607000000003,2,16,-0.0691607000000003
Joni Ensio Kauko,Finland,0.056899514,0,2,-0.056899514
Joni Ensio Kauko,Mohun Bagan Super Giant,1.940038986,1,16,-0.940038986
Jonjo Shelvey,Newcastle United,0.9375629695000001,0,22,-0.9375629695000001
Jonjo Shelvey,Swansea City,2.113002412,1,35,-1.1130024120000002
Jonjoe Kenny,Everton,0.116181895,0,1,-0.116181895
Jonna Ann-Charlotte Andersson,Chelsea FCW,2.801824889,0,33,-2.801824889
Jonna Ann-Charlotte Andersson,Sweden Women's,0.6510228659999999,1,4,0.3489771340000001
Jonna Brengel,Eintracht Frankfurt W,0.20546734,0,1,-0.20546734
Jonás Manuel Gutiérrez,Mallorca,0.790008826,0,2,-0.790008826
Jonás Manuel Gutiérrez,RC Deportivo La Coruña,0.19375498,0,3,-0.19375498
Joo-Ho Park,Borussia Dortmund,0.34952887,0,3,-0.34952887
Joona Toivio,Finland,0.021947917,0,1,-0.021947917
Jordan Adéoti,Caen,0.125684593,0,3,-0.125684593
Jordan Adéoti,Stade Malherbe Caen,0.551636225,0,5,-0.551636225
Jordan Amavi,Aston Villa,0.3214469355,0,4,-0.3214469355
Jordan Ayew,Aston Villa,5.2355660695,7,61,1.7644339305
Jordan Ayew,Ghana,1.621158591,2,4,0.3788414090000001
Jordan Brian Henderson,England,1.375657873,2,8,0.624342127
Jordan Brian Henderson,Liverpool,2.119602908,2,28,-0.11960290800000006
Jordan Elisabeth Baggett,Racing Louisville FC,0.5447541739999999,1,3,0.4552458260000001
Jordan Ferri,Lyon,1.8695773765,2,32,0.1304226234999999
Jordan Leborgne,Caen,0.328843385,0,4,-0.328843385
Jordan Leborgne,Stade Malherbe Caen,0.207715055,0,4,-0.207715055
Jordan Lyden,Aston Villa,0.040450793,0,1,-0.040450793
Jordan Murray,Jamshedpur,3.98151028,4,33,0.01848971999999982
Jordan Nobbs,Arsenal WFC,13.879300428,18,96,4.1206995719999995
Jordan Nobbs,Aston Villa W,2.667658,2,23,-0.6676579999999999
Jordan Veretout,Aston Villa,0.710407582,0,20,-0.710407582
Jordan Veretout,Marseille,0.025268713,0,1,-0.025268713
Jordan Veretout,Olympique de Marseille,0.061303742,0,1,-0.061303742
Jordi Alba Ramos,Barcelona,11.8413012485,12,97,0.15869875149999935
Jordi Alba Ramos,Inter Miami,0.18160696,1,1,0.81839304
Jordi Alba Ramos,Spain,0.283309749,0,6,-0.283309749
Jordi Alba Ramos,Valencia,0.091961313,0,2,-0.091961313
Jordi Amat Maas,Rayo Vallecano,0.09209508500000001,0,2,-0.09209508500000001
Jordi Amat Maas,Swansea City,0.17735337,0,1,-0.17735337
Jordi Figueras Montel,Real Betis,0.049341515,0,1,-0.049341515
Jordi Gómez García-Penche,Sunderland,0.07595604,0,2,-0.07595604
Jordi López Felpeto,Sevilla,0.008891906,0,1,-0.008891906
Jordi Xumetra Feliu,Levante UD,1.101018089,0,8,-1.101018089
Jordon Ibe,Liverpool,1.736566324,1,30,-0.736566324
Jordon Mutch,Crystal Palace,1.484525257,0,16,-1.484525257
Jordy Clasie,Southampton,0.6169196275,0,14,-0.6169196275
Jordy Josué Caicedo Medina,Ecuador,1.0458106600000001,1,3,-0.045810660000000114
Jordyn Listro,Orlando Pride,0.05699562,0,1,-0.05699562
Jordyn Pamela Huitema,Canada Women's,0.809727629,0,13,-0.809727629
Jordyn Pamela Huitema,Seattle Reign,6.278491574,5,39,-1.2784915740000002
Jorelyn Andrea Daniela Carabalí Martínez,Brighton & Hove Albion WFC,0.558058721,0,7,-0.558058721
Jorelyn Andrea Daniela Carabalí Martínez,Colombia Women's,0.34400876999999996,0,2,-0.34400876999999996
Jorge Alberto Francisco Valdano Castellano,Argentina,0.929765759,1,7,0.07023424099999998
Jorge Andrés Carrascal Guardo,Colombia,0.06977261,0,1,-0.06977261
Jorge Andújar Moreno,Levante UD,0.147528804,0,4,-0.147528804
Jorge Andújar Moreno,Sevilla,3.200844981,2,36,-1.200844981
Jorge Benítez,Boca Juniors,0.01929476,0,1,-0.01929476
Jorge De Frutos Sebastián,Levante UD,0.233507937,0,2,-0.233507937
Jorge Eduardo Sánchez Ramos,Mexico,0.317508648,0,4,-0.317508648
Jorge Fernández Armas,Las Palmas,0.050229684999999996,0,2,-0.050229684999999996
Jorge Franco Alviz,Deportivo Alavés,0.18598095,0,1,-0.18598095
Jorge Franco Alviz,Espanyol,3.615005519,1,30,-2.615005519
Jorge Franco Alviz,Sporting Gijón,0.08534932,0,1,-0.08534932
Jorge Gonzalez Diaz,Getafe,0.22394149,0,1,-0.22394149
Jorge José de Amorim Campos,Brazil,0.12813532,0,1,-0.12813532
Jorge Luis Burruchaga,Argentina,0.5185343554999999,1,8,0.48146564450000007
Jorge Luiz Frello Filho,Italy,1.49259535,1,2,-0.49259535
Jorge Luiz Frello Filho,Napoli,0.186460448,0,6,-0.186460448
Jorge López Montaña,Racing Santander,0.048361948,0,2,-0.048361948
Jorge López Montaña,Real Zaragoza,0.040240154,1,1,0.959759846
Jorge Manuel Almeida Gomes de Andrade,RC Deportivo La Coruña,0.16727263,0,1,-0.16727263
Jorge Meré Pérez,Sporting Gijón,0.860714996,0,8,-0.860714996
Jorge Molina Vidal,Getafe,1.4653699519999999,0,7,-1.4653699519999999
Jorge Molina Vidal,Granada,0.08093802,1,1,0.91906198
Jorge Molina Vidal,Real Betis,4.170098785,2,26,-2.1700987850000004
Jorge Ortiz Mendoza,Goa,5.701534669,8,60,2.298465331
Jorge Pulido Mayoral,Rayo Vallecano,0.03945045,0,1,-0.03945045
Jorge Resurrección Merodio,Atlético Madrid,3.8706610955,5,54,1.1293389045
Jorge Resurrección Merodio,Spain,1.449194533,0,9,-1.449194533
Jorge Rolando Pereyra Díaz,Kerala Blasters,7.414787473,8,37,0.5852125270000004
Jorge Sammir Cruz Campos,Getafe,0.021123644,0,1,-0.021123644
Joris Chotard,Montpellier,0.31546783,0,1,-0.31546783
Joris Gnagnon,Rennes,0.058750929,0,3,-0.058750929
Joris Kayembe Ditu,Congo DR,0.7391287,1,1,0.26087130000000003
Joris Marveaux,Montpellier,0.86212645,1,4,0.13787355
Josanne Potter,Reading WFC,1.370990698,1,11,-0.37099069799999995
Jose Luis Martí Soler,Mallorca,0.124724629,0,3,-0.124724629
Jose María Movilla Cubero,Real Zaragoza,0.014255288,0,1,-0.014255288
Joseba Andoni Etxeberria Lizardi,Athletic Club,0.18500997,0,2,-0.18500997
