player,team,xG,goals,shots,xG_diff
Blaise Matuidi,France,0.284148001,0,5,-0.284148001
Blaise Matuidi,Paris Saint-Germain,2.211587114,4,16,1.7884128860000001
Blanca Muñoz,Real Betis Balompié,0.34757169499999996,1,3,0.652428305
Blas Antonio Miguel Pérez Ortega,Panama,0.1918923,0,1,-0.1918923
Blerim Džemaili,Genoa,1.9671290795,3,37,1.0328709205
Blerim Džemaili,Switzerland,1.393767095,1,9,-0.39376709500000007
Bo Göran Larsson,Sweden,0.011868377,0,1,-0.011868377
Boban Nikolov,North Macedonia,0.30493496,0,4,-0.30493496
Bobby Armani De Cordova-Reid,Jamaica,0.083265403,0,2,-0.083265403
Bobby Charlton,England,0.203797328,0,4,-0.203797328
Bodda Mouhsine,Mauritania,0.26046798,0,4,-0.26046798
Bohumil Vesely,Czechoslovakia,0.21202697,0,1,-0.21202697
Bojan Krkíc Pérez,Barcelona,13.0183555745,19,102,5.981644425500001
Bojan Krkíc Pérez,Stoke City,4.779581065,7,37,2.2204189349999996
Bongeka Gamede,South Africa Women's,0.18140789000000002,0,2,-0.18140789000000002
Bonke Innocent,Lorient,0.020349244,0,1,-0.020349244
Bonnie Horwood,Yeovil Town LFC,0.156346794,0,5,-0.156346794
Boris Singh Thangjam,Jamshedpur,2.685077512,2,20,-0.6850775119999999
Borja Fernández Fernández,Getafe,0.038686574,0,1,-0.038686574
Borja Fernández Fernández,Real Valladolid,0.24012635699999998,0,4,-0.24012635699999998
Borja García Freire,Córdoba CF,0.01619591,0,1,-0.01619591
Borja González Tomás,Deportivo Alavés,0.111630395,0,1,-0.111630395
Borja González Tomás,Eibar,16.0236477,18,94,1.9763522999999985
Borja Herrera González,Las Palmas,0.014476309,0,1,-0.014476309
Borja Iglesias Quintas,Bayer Leverkusen,1.0171953950000001,0,8,-1.0171953950000001
Borja Iglesias Quintas,Espanyol,0.77422447,0,3,-0.77422447
Borja Iglesias Quintas,Real Betis,0.77285778,1,2,0.22714221999999995
Borja Mayoral Moya,Levante UD,0.584451273,1,4,0.415548727
Borja Mayoral Moya,Real Madrid,0.225341134,0,3,-0.225341134
Borja Oubiña Meléndez,Celta Vigo,0.709760656,1,4,0.29023934399999995
Borja Valero Iglesias,Fiorentina,2.9693825824999998,4,36,1.0306174175000002
Borja Valero Iglesias,Mallorca,0.221158257,0,4,-0.221158257
Borja Valero Iglesias,Villarreal,0.12321418,0,2,-0.12321418
Borja Valle Balonga,RC Deportivo La Coruña,0.41069209900000003,0,4,-0.41069209900000003
Borja Viguera Manzanares,Athletic Club,1.153093544,0,7,-1.153093544
Borna Barišić,Croatia,0.019247653,0,1,-0.019247653
Borna Sosa,Croatia,0.043096807,0,2,-0.043096807
Borys Tashchy,VfB Stuttgart,0.15945697,0,2,-0.15945697
Boubacar Kamara,Olympique de Marseille,0.014722055,0,1,-0.014722055
Boubacar Traore,Mali,0.011917526,0,1,-0.011917526
Boubakar Kouyate,Mali,0.25533541,0,2,-0.25533541
Boudewijn Zenden,Middlesbrough,0.07024414,0,3,-0.07024414
Boukary Dramé,Atalanta,1.0460390944,0,18,-1.0460390944
Boulaye Dia,Senegal,0.830956659,1,8,0.16904334099999996
Bouna Sarr,Marseille,0.01756044,0,1,-0.01756044
Bouna Sarr,Olympique de Marseille,1.2254232299999999,2,15,0.7745767700000001
Boško Janković,Hellas Verona,1.3191044360000002,1,15,-0.31910443600000016
Boštjan Cesar,Chievo,2.067642378,1,15,-1.067642378
Bradden Inman,Mumbai City,0.414818665,0,4,-0.414818665
Bradley Barcola,France,1.14153643,1,3,-0.14153642999999994
Bradley Barcola,Lyon,0.38587162,1,2,0.6141283799999999
Bradley Johnson,Norwich City,0.873048334,0,10,-0.873048334
Bradley Locko,Stade de Reims,0.09087229,0,1,-0.09087229
Bradley Shaun Smith,Liverpool,0.030441523,0,1,-0.030441523
Brais Méndez Portela,Celta Vigo,0.712969771,0,7,-0.712969771
Brajan Gruda,FSV Mainz 05,0.033213478,0,1,-0.033213478
Branco van den Boomen,Toulouse,0.301905334,1,7,0.698094666
Brandon Fernandes,Goa,0.671454857,0,12,-0.671454857
Brandon Vázquez Toledo,Cincinnati,0.21521073999999998,0,2,-0.21521073999999998
Brandt Bronico,Charlotte,0.06443837,0,1,-0.06443837
Branimir Hrgota,Borussia Mönchengladbach,0.18826151600000002,0,2,-0.18826151600000002
Branislav Ivanović,Chelsea,2.903399359,2,28,-0.9033993589999998
Braulio Nóbrega Rodríguez,Real Zaragoza,0.14043112,0,1,-0.14043112
Brayan Andrés Perea Vargas,Troyes,0.9923548099999999,0,6,-0.9923548099999999
Brecht Dejaegere,Toulouse,0.033523884,0,1,-0.033523884
Brede Hangeland,Crystal Palace,0.57010669,0,5,-0.57010669
Breel-Donald Embolo,Switzerland,5.0009226159999995,5,29,-0.0009226159999995431
Brendan Joel Zibusiso Galloway,Everton,1.104813405,0,9,-1.104813405
Brenden Aaronson,United States,0.107571796,0,1,-0.107571796
Brennan Johnson,Wales,0.130077729,0,3,-0.130077729
Brett Ormerod,Southampton,0.333876545,0,2,-0.333876545
Brian McBride,Fulham,0.018168801,0,1,-0.018168801
Brianna Alexis Pinto,North Carolina Courage,0.8525242780000001,1,10,0.14747572199999992
Brianna Visalli,Birmingham City WFC,0.814891986,0,11,-0.814891986
Brianna Visalli,West Ham United LFC,3.009382785,1,25,-2.009382785
Brice Dja Djédjé,Marseille,0.020103917,0,1,-0.020103917
Brice Dja Djédjé,Olympique de Marseille,0.487947401,0,9,-0.487947401
Bright Osayi-Samuel,Nigeria,0.23980286,0,2,-0.23980286
Brison Deuben Fernandes,Goa,0.144558696,0,2,-0.144558696
Brittany Ratcliffe,North Carolina Courage,1.520428252,0,9,-1.520428252
Brooke Aspin,Bristol City WFC,0.759258806,2,10,1.240741194
Brooke Chaplen,Reading WFC,9.723662338,11,93,1.2763376619999995
Brooke Elby,Chicago Red Stars,0.158152014,0,2,-0.158152014
Brooke Elby,Utah Royals,0.038137086,0,1,-0.038137086
Brooke Hendrix,West Ham United LFC,0.8401899399999999,0,9,-0.8401899399999999
Brou Benjamin Angoua,Guingamp,0.6015452,1,4,0.3984548
Bruna Santos Nhaia,Brazil Women's,0.038248673,0,1,-0.038248673
Bruna Santos Nhaia,NJ/NY Gotham FC,0.655512939,2,6,1.3444870610000001
Bruna Vilamala Costa,Barcelona WFC,5.0543923,5,53,-0.05439229999999995
Bruno Alberto Langa,Mozambique,0.187363939,0,4,-0.187363939
Bruno Alexandre Vilela Gama,RC Deportivo La Coruña,0.016176153,0,1,-0.016176153
Bruno Edgar Silva Almeida,Bengaluru,1.25742361,0,19,-1.25742361
Bruno Giordano,Napoli,0.755782088,1,6,0.24421791199999998
Bruno González Cabrera,Real Betis,1.420510014,0,17,-1.420510014
Bruno Guimarães Rodriguez Moura,Brazil,1.419742957,0,11,-1.419742957
Bruno Guimarães Rodriguez Moura,Lyon,0.04106909,0,1,-0.04106909
Bruno Henrique Pinto,Wolfsburg,0.311954281,0,4,-0.311954281
Bruno Miguel Borges Fernandes,Portugal,2.664605417,4,26,1.3353945829999998
Bruno Miguel Borges Fernandes,Udinese,3.6859435445999997,3,53,-0.6859435445999997
Bruno Miranda Villagomez,Bolivia,0.18160696,1,1,0.81839304
"Bruno N""Gotty",Bolton Wanderers,0.20528145,0,1,-0.20528145
Bruno Petković,Croatia,1.38332993,1,7,-0.38332992999999993
Bruno Soriano Llido,Villarreal,3.773496766,5,25,1.226503234
Bruno da Silva Peres,Torino,2.063630142,3,40,0.9363698579999999
Bryan Alberto Silva Teixeira Jr.,Cape Verde Islands,1.07782736,2,3,0.9221726400000001
Bryan Cristante,Italy,0.195762315,0,4,-0.195762315
Bryan Cristante,Palermo,0.23542264000000002,0,2,-0.23542264000000002
Bryan Dabo,Montpellier,3.9974873994999998,5,35,1.0025126005000002
Bryan Mbeumo,Cameroon,0.222547164,0,2,-0.222547164
Bryan Oviedo,Costa Rica,0.113830639,0,3,-0.113830639
Bryan Oviedo,Everton,0.361927756,0,5,-0.361927756
Bryan Ruiz González,Costa Rica,0.80875722,0,2,-0.80875722
Budu Zivzivadze,Georgia,0.1805339,0,1,-0.1805339
Bukayo Saka,England,2.855732742,5,17,2.144267258
Burak Yılmaz,Lille,0.60262332,0,2,-0.60262332
Burak Yılmaz,Turkey,1.005607576,0,10,-1.005607576
Busisiwe Ndimeni,South Africa Women's,0.037577245,0,1,-0.037577245
Bárbara Latorre Viñals,AS Roma W,1.224169603,0,12,-1.224169603
Bárbara Latorre Viñals,FC Levante Badalona,1.044092096,0,6,-1.044092096
Bárbara López Gorrado,CD Sporting de Huelva,1.5358039355,2,13,0.46419606450000006
Bénédicte Simon,FC Levante Badalona,0.154271568,0,5,-0.154271568
Bích Thùy Nguyễn Thị,Vietnam Women's,0.313128762,0,4,-0.313128762
Caglar Söyüncü,Turkey,0.03820183,0,1,-0.03820183
Caio Henrique Oliveira Silva,AS Monaco,0.08391566,0,1,-0.08391566
Caitlin Cosme,Orlando Pride,0.2911517,0,1,-0.2911517
Caitlin Dijkstra,Netherlands Women's,0.042082366,0,1,-0.042082366
Caitlin Jade Foord,Arsenal WFC,13.890272099,14,86,0.1097279009999994
Caitlin Jade Foord,Australia Women's,4.077997647,3,23,-1.0779976470000001
Caitlin Jade Foord,Portland Thorns,0.161710717,0,2,-0.161710717
Caiuby Francisco da Silva,Augsburg,4.201382755,4,67,-0.20138275500000002
Cali Farquharson,Washington Spirit,0.06055212,0,1,-0.06055212
Callum Davidson,Leicester City,0.01555724,0,1,-0.01555724
Callum McGregor,Scotland,0.344252336,1,5,0.655747664
Callum McManaman,West Bromwich Albion,0.770380835,0,8,-0.770380835
Callum Wilson,AFC Bournemouth,3.1090805450000003,5,18,1.8909194549999997
Calum Chambers,Arsenal,0.22830260600000002,0,2,-0.22830260600000002
Calvin Anele Ngcongca,Troyes,0.326046741,0,4,-0.326046741
Calvin Bassey Ughelumba,Nigeria,0.54582212,0,2,-0.54582212
Calvin Stengs,OGC Nice,0.031668924,0,1,-0.031668924
Cameron Borthwick-Jackson,Manchester United,0.013700762,0,1,-0.013700762
Cameron Brannagan,Liverpool,0.15703292,0,1,-0.15703292
Cameron Jerome,Norwich City,6.830536675,3,49,-3.8305366750000003
Cameron Tucker,Houston Dash,0.5913929899999999,0,7,-0.5913929899999999
Camila Alejandra Saez Oyaneder,Chile Women's,0.19612628,0,1,-0.19612628
Camila Alejandra Saez Oyaneder,Madrid CFF,0.759677027,0,9,-0.759677027
Camila Martins Pereira,Orlando Pride,0.518584842,0,9,-0.518584842
Camryn Biegalski,Washington Spirit,0.18907562,0,1,-0.18907562
Caprice Dydasco,Houston Dash,0.413861465,0,10,-0.413861465
Caprice Dydasco,Washington Spirit,0.695300401,0,4,-0.695300401
Cari Roccaro,Chicago Red Stars,1.345381386,1,10,-0.3453813859999999
Carina Alicia Baltrip-Reyes,Panama Women's,0.0385995,0,1,-0.0385995
Carina Wenninger,Austria Women's,0.07028621,0,1,-0.07028621
Carl Cort,Wolverhampton Wanderers,0.075640716,0,1,-0.075640716
Carl Gerard McHugh,ATK Mohun Bagan,0.187927582,0,5,-0.187927582
Carl Gerard McHugh,Mohun Bagan Super Giant,0.3590569875,0,10,-0.3590569875
Carl Jenkinson,West Ham United,0.552851309,2,7,1.447148691
Carl Medjani,Leganés,0.09177281799999999,0,2,-0.09177281799999999
Carl Medjani,Levante UD,0.440356927,1,6,0.5596430729999999
Carla Andrés Abad,SD Eibar,0.74196428,1,9,0.25803571999999997
Carla Armengol Joaniquet,Real Betis Balompié,2.076240272,2,43,-0.07624027200000016
Carla Humphrey,Bristol City WFC,2.5525140615,0,47,-2.5525140615
Carleigh Bennett Frilles,Philippines Women's,0.018294664,0,1,-0.018294664
Carles Aleña Castillo,Barcelona,1.0509546379999999,2,12,0.9490453620000001
Carles Aleña Castillo,Real Betis,0.03181922,0,1,-0.03181922
Carles Gil de Pareja Vicent,Aston Villa,1.0936811,2,18,0.9063189
Carles Gil de Pareja Vicent,Elche,0.03639881,0,1,-0.03639881
Carles Gil de Pareja Vicent,RC Deportivo La Coruña,0.068165459,0,3,-0.068165459
Carles Planas Antolínez,Celta Vigo,0.210245516,0,3,-0.210245516
Carles Puyol i Saforcada,Barcelona,9.016600808,10,56,0.9833991920000003
Carles Pérez Sayol,Barcelona,0.29879241,0,2,-0.29879241
Carles Rexach i Cerdà,Barcelona,1.308667561,2,11,0.691332439
Carli Anne Hollins,NJ/NY Gotham FC,2.1988711515,2,15,-0.19887115150000012
Carli Anne Hollins,United States Women's,3.13632589,3,17,-0.13632589000000017
Carlos Alberto Gomes de Jesus,FC Porto,0.14029089,1,1,0.85970911
Carlos Alberto Rodríguez Gómez,Mexico,0.24902944,0,2,-0.24902944
Carlos Alberto Sánchez Moreno,Aston Villa,0.533370857,0,13,-0.533370857
Carlos Alberto Tevez,Juventus,0.358534868,0,4,-0.358534868
Carlos Alberto Torres,Brazil,0.6985257979999999,1,13,0.3014742020000001
Carlos Alberto Vela Garrido,LAFC,0.133666636,0,4,-0.133666636
Carlos Alberto Vela Garrido,Mexico,1.670773134,1,10,-0.670773134
Carlos Alberto Vela Garrido,Real Sociedad,9.629972842,6,73,-3.629972842000001
Carlos Alonso González,Real Madrid,0.13852540400000002,1,2,0.861474596
Carlos Andrés Diogo Enseñat,Real Zaragoza,0.168831758,0,3,-0.168831758
Carlos Andrés Sánchez Arcosa,Uruguay,0.12409054,0,2,-0.12409054
Carlos Arturo Bacca Ahumada,AC Milan,13.950739369999999,18,81,4.049260630000001
Carlos Arturo Bacca Ahumada,Colombia,1.0147675,0,3,-1.0147675
Carlos Arturo Bacca Ahumada,Sevilla,0.495103432,0,5,-0.495103432
Carlos Arturo Bacca Ahumada,Villarreal,0.727155261,1,6,0.27284473899999995
Carlos Augusto Zambrano Ochandarte,Eintracht Frankfurt,0.303203401,0,3,-0.303203401
Carlos Augusto Zambrano Ochandarte,Peru,0.062192738,0,2,-0.062192738
Carlos Baleba,Lille,0.01855427,0,1,-0.01855427
Carlos Caetano Bledorn Verri,Brazil,0.18098201,0,1,-0.18098201
Carlos Calvo Sobrado,Xerez,0.03848661,0,1,-0.03848661
Carlos Carmona Bonet,Sporting Gijón,2.207280601,2,15,-0.2072806009999999
Carlos Castro García,Sporting Gijón,5.838441269,8,26,2.1615587310000004
Carlos Córdoba,Boca Juniors,0.10474848,0,1,-0.10474848
Carlos Daniel Tapia,Argentina,0.09492743,0,1,-0.09492743
Carlos Eccehomo Cuesta Figueroa,Colombia,0.24687114300000002,0,3,-0.24687114300000002
Carlos Eduardo de Castro Lourenço,Troyes,0.279938456,0,3,-0.279938456
Carlos Emilio Carmona Tello,Atalanta,0.07360609,0,1,-0.07360609
Carlos Fernández Luna,Granada,0.018616632,0,1,-0.018616632
Carlos Fernández Luna,Real Sociedad,0.093167946,0,1,-0.093167946
Carlos Gurpegi Nausia,Athletic Club,0.640385941,0,9,-0.640385941
Carlos Henrique Casimiro,Brazil,1.422484835,2,14,0.5775151650000001
Carlos Henrique Casimiro,Real Madrid,2.399324826,3,34,0.600675174
Carlos Joaquín Correa,Sampdoria,3.347609571,3,35,-0.347609571
Carlos Joaquín Correa,Sevilla,0.341026538,0,4,-0.341026538
Carlos Joel Salcedo Hernández,Mexico,0.142359382,0,5,-0.142359382
Carlos Jorge Neto Martins,Granada,0.041065484,0,1,-0.041065484
Carlos Jorge Neto Martins,Recreativo Huelva,0.394698114,0,5,-0.394698114
Carlos Lázaro Vallejo,Real Valladolid,0.151194251,0,2,-0.151194251
Carlos Manuel Bocanegra,Fulham,0.014875628,0,1,-0.014875628
Carlos Manuel Morete Markov,Las Palmas,0.113059233,0,2,-0.113059233
Carlos Marchena López,RC Deportivo La Coruña,0.07972861,0,1,-0.07972861
Carlos Marchena López,Valencia,0.044522744,0,1,-0.044522744
Carlos Mario Carbonero Mancilla,Sampdoria,0.5741479820000001,0,6,-0.5741479820000001
Carlos Martín Vigaray,Getafe,0.45157359599999997,1,4,0.548426404
Carlos Martínez Díez,Real Sociedad,0.37517445499999996,0,5,-0.37517445499999996
Carlos Merino González,Gimnàstic Tarragona,0.04215939,0,1,-0.04215939
Carlos Neva Tey,Granada,0.0256283,0,1,-0.0256283
Carlos Reina Aranda,Granada,0.09451479,0,1,-0.09451479
Carlos Reina Aranda,Osasuna,0.560189036,0,3,-0.560189036
Carlos Reina Aranda,Real Zaragoza,0.417679458,1,4,0.5823205419999999
Carlos Soler Barragán,Paris Saint-Germain,0.958769518,3,8,2.041230482
Carlos Soler Barragán,Spain,1.225150255,1,5,-0.22515025499999997
Carlos Soler Barragán,Valencia,0.184100289,1,4,0.815899711
Carlos Uriel Antuna Romero,Mexico,0.38838064800000005,0,4,-0.38838064800000005
Carlota Suárez Crespo,Granada W,6.638158443,5,36,-1.638158443
Carlotta Imping,Köln,0.111968849,0,2,-0.111968849
Carlotta Wamser,Eintracht Frankfurt W,0.79049037,1,4,0.20950963
Carlotta Wamser,Germany Women's,0.25396697,0,4,-0.25396697
Carlotta Wamser,Köln,2.013022054,1,10,-1.013022054
Carlotte Wubben-Moy,Arsenal WFC,3.408299173,3,28,-0.40829917300000007
Carmelo Algarañaz Añez,Bolivia,0.098825542,0,2,-0.098825542
Carmelo José González Jiménez,Sporting Gijón,0.20773451,0,1,-0.20773451
Carmen Menayo Montero,Atletico Madrid W,0.742269275,0,9,-0.742269275
Carmen Álvarez,Real Betis Balompié,0.63787908,1,4,0.36212091999999996
Carole da Silva Costa,Portugal Women's,1.1271988755,1,8,-0.12719887549999997
Carolin Simon,Bayern München W,0.18928690199999998,1,4,0.810713098
Carolin Simon,Germany Women's,0.14086719,0,1,-0.14086719
Carolina Férez Méndez,Real Betis Balompié,2.8072579505,2,30,-0.8072579504999999
Carolina Herrera Atienza,Levante UD Femenino,0.090640264,0,2,-0.090640264
Carolina Mendes,Portugal Women's,0.15566075,0,1,-0.15566075
Caroline Graham Hansen,Barcelona WFC,14.854939318,21,102,6.145060682
Caroline Graham Hansen,Norway Women's,5.254855279,5,36,-0.25485527900000005
Caroline Møller Hansen,Real Madrid CF W,7.3625978565,9,37,1.6374021435000001
Caroline Pleidrup Gram,Sassuolo W,0.8147310295,1,12,0.18526897050000002
Caroline Siems,Aston Villa,0.506100884,0,9,-0.506100884
Caroline Siems,TSV Bayer 04 Leverkusen,0.434923766,0,7,-0.434923766
Caroline Weir,Manchester City WFC,12.6245405665,16,110,3.3754594334999997
Caroline Weir,Real Madrid CF W,0.294728687,0,5,-0.294728687
Caroline Weir,Scotland W,0.070724803,0,4,-0.070724803
Carrie Jones,Bristol City WFC,2.525759143,3,20,0.47424085699999985
Carson Pickett,Orlando Pride,0.011464381,0,1,-0.011464381
Carson Pickett,Racing Louisville FC,0.7600465435,0,12,-0.7600465435
Casey Marie Krueger,Chicago Red Stars,1.057647479,1,11,-0.05764747899999989
Casey Yu-Jin Phair,Korea Republic Women's,0.36092551,0,2,-0.36092551
Catarina Cantanhede Melônio Macário,Chelsea FCW,1.741582681,1,16,-0.7415826809999999
Catherine Joan Bott,Leicester City WFC,0.238236802,0,4,-0.238236802
Catherine Joan Bott,New Zealand Women's,0.33305983299999997,0,5,-0.33305983299999997
Cecelia Kizer,KC Current,4.885024227,6,30,1.1149757730000003
Cecilia Marcos Nabal,Real Sociedad de Fútbol,0.880868084,1,11,0.11913191599999995
Cecilia Prugna,Sassuolo W,2.070190386,2,21,-0.07019038600000016
Cecilia Re,Sampdoria W,1.607623312,1,13,-0.6076233120000001
Cecilia Salvai,Italy Women's,0.28165402,0,3,-0.28165402
Cecilia Salvai,Juventus W,1.553502169,1,10,-0.5535021689999999
Cecilie Maag Struck,Bristol City WFC,0.122167878,0,2,-0.122167878
Cecilie Redisch Kvamme,West Ham United LFC,0.5343633139999999,0,4,-0.5343633139999999
Cecilie Winther Johansen,TSV Bayer 04 Leverkusen,0.10045773399999999,0,3,-0.10045773399999999
Cedric Mabwati Gerard,Real Betis,0.138376287,0,3,-0.138376287
Celia Jiménez Delgado,Orlando Pride,0.125691522,0,2,-0.125691522
Celin Bizet Ildhusøy,Norway Women's,0.419714625,0,4,-0.419714625
Celin Bizet Ildhusøy,Tottenham Hotspur Women,3.115288916,4,29,0.8847110840000001
Celina Degen,Köln,1.496773807,1,15,-0.49677380700000007
Celso Borges Mora,Costa Rica,0.447811538,0,5,-0.447811538
Celso Borges Mora,RC Deportivo La Coruña,2.907282525,3,23,0.09271747500000016
Celso Rafael Ayala Gavilán,River Plate,0.12936725500000001,0,2,-0.12936725500000001
Cengiz Umut Meraş,Turkey,0.033716764,0,1,-0.033716764
Cengiz Ünder,Marseille,0.030599562,0,1,-0.030599562
Cengiz Ünder,Olympique de Marseille,0.53282389,0,6,-0.53282389
Cengiz Ünder,Turkey,0.454295235,0,9,-0.454295235
Cenk Tosun,Turkey,0.23166150700000002,1,3,0.768338493
Ceri Holland,Liverpool WFC,3.366393005,2,31,-1.366393005
Ceri Holland,Wales W,0.1044426,0,1,-0.1044426
Cesare Bovo,Torino,0.720744081,2,10,1.2792559190000001
Ceyhun Gülselam,Hannover 96,0.524075022,0,16,-0.524075022
Chae-Rim Kang,Korea Republic Women's,0.16984839399999999,0,3,-0.16984839399999999
Chaker Alhadhur,Stade Malherbe Caen,0.071643464,0,1,-0.071643464
Chancel Mbemba Mangulu,Congo DR,2.23061857,2,7,-0.23061856999999986
Chancel Mbemba Mangulu,Marseille,0.163628685,0,3,-0.163628685
Chancel Mbemba Mangulu,Newcastle United,1.224247836,0,12,-1.224247836
Chantal Hagel,Germany Women's,0.011265574,0,1,-0.011265574
Chantal Hagel,VfL Wolfsburg WFC,3.11861478,3,27,-0.11861478000000014
Chantelle Boye-Hlorkah,Everton LFC,4.3510236957,4,44,-0.35102369570000036
Chantelle Swaby,Jamaica Women's,0.043072753,0,1,-0.043072753
Chanté-Mary Dompig,AC Milan W,6.608791064,6,45,-0.608791064
Chaouki Ben Saada,Troyes,1.5674559255,1,24,-0.5674559255
Chardonnay Curran,KC Current,0.70180957,0,4,-0.70180957
Charles Diers,Angers,0.501152882,1,7,0.49884711800000003
Charles Días Barbosa de Oliveira,Celta Vigo,0.562257364,0,5,-0.562257364
Charles Días Barbosa de Oliveira,Eibar,0.611915369,0,7,-0.611915369
Charles Días Barbosa de Oliveira,Málaga,11.022687293,12,87,0.9773127069999994
Charles Mariano Aránguiz Sandoval,Bayer Leverkusen,1.372635909,2,12,0.627364091
Charles Pickel,Congo DR,0.180462871,0,3,-0.180462871
Charles Traoré,Troyes,0.019324414,0,1,-0.019324414
Charlie Adam,Stoke City,1.2009702145,1,28,-0.20097021450000008
Charlie Austin,Southampton,0.828300559,1,8,0.171699441
Charlie Daniels,AFC Bournemouth,2.6633307459999997,3,23,0.33666925400000025
Charlie Wellings,Birmingham City WFC,3.380392321,2,46,-1.380392321
Charlie Wellings,Bristol City WFC,5.623187052,3,44,-2.6231870519999996
Charlison Benschop,Hannover 96,0.597185859,1,7,0.402814141
Charlize Jayde Rule,Brighton & Hove Albion WFC,0.1643469,0,1,-0.1643469
Charlotte Bilbault,France Women's,0.148654933,0,6,-0.148654933
Charlotte Buxton,Yeovil Town LFC,0.01639687,0,1,-0.01639687
Charlotte Estcourt,Reading WFC,0.250270836,0,3,-0.250270836
Charlotte Layne Grant,Tottenham Hotspur Women,0.8755504000000001,0,5,-0.8755504000000001
Charly Musonda Junior,Real Betis,0.7526312909999999,1,14,0.24736870900000008
Chasity Grant,Netherlands Women's,0.29916087,0,3,-0.29916087
Che Adams,Scotland,0.826003218,0,9,-0.826003218
Cheick Doukouré,Levante UD,0.23220125,0,1,-0.23220125
Cheick Oumar Doucoure,Lens,0.139535987,0,3,-0.139535987
Cheick Tidiane Diabaté,Bordeaux,4.945554233,9,36,4.054445767
Cheik Ismaël Tioté,Newcastle United,0.051505989,0,2,-0.051505989
Cheikh Ahmadou Bamba Mbacke Dieng,Lorient,0.88740858,1,3,0.11259142
Cheikh Ahmadou Bamba Mbacke Dieng,Senegal,1.245166926,2,5,0.754833074
Cheikh M''Bengue,Rennes,0.548582044,0,5,-0.548582044
Cheikh N''Doye,Angers,6.450349779,9,64,2.5496502210000003
Cheikh N'Doye,Angers,0.68838945,0,7,-0.68838945
Cheikh N'Doye,Senegal,0.21672413,0,1,-0.21672413
Cheikhou Kouyaté,West Ham United,5.5825179,5,46,-0.5825179
Chencho Gyeltshen,Kerala Blasters,1.1769682835,0,11,-1.1769682835
Chengshu Wu,China PR Women's,0.060721344,0,2,-0.060721344
Cheyenne Janae Shorts,San Diego Wave,0.6203349,1,1,0.3796651
Cheyna Lee Matthews,Chicago Red Stars,1.202313009,1,6,-0.20231300900000004
Cheyna Lee Matthews,Jamaica Women's,0.19265121400000002,0,4,-0.19265121400000002
Chiara Anna D'Angelo,Hoffenheim W,0.010939727,0,1,-0.010939727
Chiara Beccari,Italy Women's,0.7006635999999999,0,4,-0.7006635999999999
Chiara Beccari,Sassuolo W,2.357968025,5,28,2.642031975
Chiara Bianchi,Como W,0.02063606,0,1,-0.02063606
Chiara Cecotti,Como W,0.27176971899999997,0,4,-0.27176971899999997
Chiara Hahn,SV Werder Bremen,1.995399662,0,24,-1.995399662
Chiara Manca,Pomigliano,0.55855492,1,2,0.44144508000000005
Chiara Micheli,Sampdoria W,0.23286258,0,1,-0.23286258
Chiara Robustellini,FC Internazionale Milano W,0.269632394,1,5,0.730367606
Chidinma Nkeruka Okeke,Nigeria Women's,0.0140980175,0,1,-0.0140980175
Chinaza Uchendu,Nigeria Women's,0.09799925400000001,0,3,-0.09799925400000001
Chinwendu Ihezuo,Nigeria Women's,0.041962307,0,1,-0.041962307
Chinyelu Asher,Jamaica Women's,0.027644776,0,1,-0.027644776
Chioma Ubogagu,Orlando Pride,2.035837881,1,12,-1.035837881
Chloe Arthur,Aston Villa,1.213173069,1,15,-0.213173069
Chloe Arthur,Birmingham City WFC,2.00015107,1,29,-1.0001510699999998
Chloe Kelly,England Women's,5.2417120785,6,23,0.7582879215
Chloe Kelly,Everton LFC,6.6636709395,10,71,3.3363290604999998
Chloe Kelly,Manchester City WFC,16.2491495775,15,121,-1.249149577499999
Chloe Logarzo,Australia Women's,0.306426917,1,5,0.693573083
Chloe Logarzo,Bristol City WFC,0.8357744199999999,1,2,0.1642255800000001
Chloe Mccarron,Birmingham City WFC,0.0713067405,0,3,-0.0713067405
Chloe Mustaki,Bristol City WFC,0.12910292,0,2,-0.12910292
Chloe Peplow,Brighton & Hove Albion WFC,0.487505968,0,9,-0.487505968
Chloe Peplow,Tottenham Hotspur Women,0.254185975,0,7,-0.254185975
Chloe Ricketts,Washington Spirit,0.26348821,0,3,-0.26348821
Chris Baird,Southampton,0.066676974,0,1,-0.066676974
Chris Brunt,West Bromwich Albion,0.8667599539999999,0,17,-0.8667599539999999
Chris Führich,Germany,0.120064005,0,1,-0.120064005
Chris Führich,VfB Stuttgart,1.175231664,2,6,0.824768336
Chris Gunter,Wales,0.07256846,0,1,-0.07256846
Chris Mavinga,Troyes,0.684307081,0,9,-0.684307081
Chris Mepham,Wales,0.028777707,0,1,-0.028777707
Chris Richards,United States,0.21056672999999998,0,2,-0.21056672999999998
Chris Smalling,Manchester United,2.346923016,0,21,-2.346923016
Christen Annemarie Press,Manchester United,2.288433559,2,21,-0.288433559
Christen Annemarie Press,Manchester United W,3.058377659,2,23,-1.058377659
Christen Annemarie Press,United States Women's,1.078670304,1,9,-0.07867030400000008
Christen Annemarie Press,Utah Royals,1.790319142,2,17,0.20968085800000003
Christen Westphal,OL Reign,0.03325232,0,1,-0.03325232
Christen Westphal,San Diego Wave,0.37223728300000003,0,7,-0.37223728300000003
