distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Free Kick,shot_type_Open Play,shot_type_Penalty
35.62611401766967,0.07434511517592901,False,False,False,True,False,True,False
12.600396819148191,0.05980714737182126,True,False,False,True,False,False,True
26.148996156640504,0.06515575001054699,False,False,True,False,False,True,False
24.654614172604695,0.05925665758821974,False,False,True,False,False,True,False
26.9473560855235,0.06985568481196969,False,False,True,False,False,True,False
36.04622032890549,0.060959960288321735,False,False,False,True,True,False,False
30.96465727244531,0.06721042273495544,False,False,False,True,False,True,False
13.0,0.060075080898702726,False,False,True,False,False,True,False
8.420213774008348,0.05722772209679649,False,False,False,True,False,True,False
7.810889834071409,0.0585072392215296,True,True,False,False,False,True,False
5.277309920783507,0.05657188556812916,False,False,False,True,False,True,False
32.61656021103391,0.05672479888618077,False,False,False,True,False,True,False
21.92099450298731,0.06495376722113874,False,False,False,True,False,True,False
11.002272492535347,0.05946697965119805,False,False,True,False,False,True,False
17.502571239677902,0.06411853228491006,False,False,True,False,False,True,False
23.568835355188853,0.06386143741941729,False,False,False,True,False,True,False
27.700722012250875,0.06665082092631709,False,False,True,False,False,True,False
31.709462310168554,0.048937011952555794,False,False,False,True,True,False,False
10.660675400742669,0.056023414109378056,False,True,False,False,False,True,False
10.770329614269011,0.06024380175633105,True,False,False,True,False,True,False
31.492538798896476,0.07386054715483786,False,False,True,False,False,True,False
23.851624682608097,0.06695898015284084,False,False,True,False,False,True,False
18.60671921645511,0.0628916718127824,False,False,False,True,False,True,False
25.903088618927278,0.06852494699719665,False,False,False,True,False,True,False
16.5366260162102,0.06108117758001708,False,True,False,False,False,True,False
9.585927185202273,0.059435595646528123,False,True,False,False,False,True,False
