distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Free Kick,shot_type_Open Play
18.653149868051777,0.05228991752441419,False,False,False,True,False,True
30.73711111994749,0.069836198540542,False,False,False,True,True,False
28.16025568065745,0.060948301031540496,False,False,False,True,False,True
30.82742285693048,0.06756705357790022,False,False,False,True,False,True
35.87087955431257,0.06792594398644354,False,False,False,True,True,False
15.155856953666454,0.0546848999749901,False,False,False,True,False,True
19.72054765973805,0.06415906732357836,False,False,True,False,False,True
28.02320467041555,0.07119143252509429,False,False,True,False,False,True
19.803535037967336,0.05504196727383353,True,False,False,True,False,True
10.735455276791944,0.05945527658903656,False,True,False,False,False,True
10.707474025184464,0.05616589058881506,True,False,False,True,False,True
34.65385981387932,0.06033663185006793,False,False,False,True,False,True
22.92116925464319,0.05489804292540525,False,False,False,True,False,True
22.461077445216205,0.05029315694644196,False,False,True,False,False,True
7.017834423809103,0.05590657961796195,True,False,False,True,False,True
20.91530540059122,0.06385950039550171,True,False,True,False,False,True
19.602295783912663,0.06513442212213255,False,False,True,False,False,True
26.046112953759522,0.0680615928665703,True,False,True,False,False,True
22.687441459979578,0.06251474534773796,False,False,False,True,False,True
17.140595088852663,0.0638942477825422,True,False,True,False,False,True
29.21044333795706,0.06927750966951471,False,False,True,False,True,False
19.666468925559563,0.06466088636729501,False,False,True,False,False,True
28.900000000000002,0.07177472818180926,False,False,False,True,False,True
6.060528029800704,0.05764717534972314,False,False,False,True,False,True
37.05266522127659,0.06795210649584656,False,False,False,True,False,True
22.787935404507362,0.0652625636603826,False,False,False,True,True,False
22.355759884199863,0.054230888062143226,False,False,False,True,False,True
