distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Open Play
8.956003573022965,0.057979535617611856,False,False,False,True,True
32.97059295796787,0.0745055767926747,False,False,True,False,True
22.272853431924705,0.06492691435053423,False,False,False,True,True
13.77679207943562,0.06187685594488127,False,False,True,False,True
12.432618388738558,0.05460246604460536,False,False,False,True,True
5.103920062069933,0.05687271687998397,False,True,False,False,True
35.2,0.07060029960685896,False,False,False,True,True
19.314502323383845,0.05518955733814724,False,False,False,True,True
27.666947789736398,0.06848432553722632,False,False,False,True,True
8.860022573334675,0.05810792452791406,True,True,False,False,True
17.506855799943065,0.05560447642608025,False,False,False,True,True
10.718675291284836,0.06021302335962764,False,False,True,False,True
12.316655390161733,0.06108103959173925,False,True,False,False,True
11.780067911519012,0.0544119078339242,True,False,False,True,True
9.849365461794992,0.055530484771733266,True,False,False,True,True
12.119818480488886,0.05341050328369794,False,False,False,True,True
21.800917411888886,0.06401366845260587,False,False,False,True,True
6.332456079595021,0.05772778154407744,True,True,False,False,True
4.67546789102438,0.05704438944431857,False,False,False,True,True
3.4014702703389936,0.056262227023209946,True,False,False,True,True
13.894603268895441,0.06162820680997125,False,False,False,True,True
18.505404615949363,0.059773093297784755,False,False,True,False,True
4.617358552246072,0.056496607311082934,False,True,False,False,True
26.184346468835148,0.06702182422876668,False,False,False,True,True
19.836582366930045,0.06015171312025059,False,False,True,False,True
6.258594091327534,0.057635819542100515,False,True,False,False,True
15.554099138169336,0.05965384095572078,False,False,False,True,True
17.196802028284214,0.06392621768699286,False,False,True,False,True
