distance,angle,goal,body_part,shot_type,first_time,under_pressure,num_opponents,technique
16.858528998699736,0.053015794250994584,False,Right Foot,Open Play,1,0,2,Half Volley
7.56042326857432,0.05567930752229964,False,Right Foot,Open Play,1,1,2,Half Volley
10.917875251164942,0.05677806432680928,False,Right Foot,Open Play,1,0,2,Normal
37.977098362039186,0.06106283048061336,False,Right Foot,Open Play,0,0,0,Normal
20.728000385951372,0.06579387815464167,False,Right Foot,Open Play,0,1,2,Normal
13.929106216839617,0.060993436111107434,False,Left Foot,Open Play,0,1,2,Half Volley
11.783462988442746,0.060788952607015286,False,Head,Open Play,0,1,1,Normal
22.8709422630551,0.06354552893492174,False,Left Foot,Open Play,1,0,0,Normal
24.85678981686895,0.04948104097824387,False,Left Foot,Free Kick,0,0,0,Normal
5.993329625508684,0.0577152559215746,True,Right Foot,Open Play,1,0,4,Volley
24.961770770520268,0.0687359344785495,False,Right Foot,Open Play,0,0,1,Normal
32.539975414864706,0.0646957940643575,False,Right Foot,Open Play,0,0,2,Normal
5.813776741499456,0.05603695350634051,True,Head,Open Play,0,1,5,Normal
27.42735860413832,0.07060696642797315,False,Right Foot,Open Play,0,0,2,Volley
11.780067911519012,0.0544119078339242,False,Right Foot,Open Play,1,0,3,Normal
27.480356620684525,0.06148088986639056,False,Right Foot,Open Play,1,0,0,Volley
