distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Open Play
16.205246064160832,0.06315241982863155,False,False,False,True,True
23.773935307390744,0.06768033891090004,False,False,False,True,True
35.236628669610255,0.07250611271718016,False,False,False,True,True
4.539823785126467,0.05676051349059998,False,True,False,False,True
14.641379716406508,0.062244153384736156,False,False,False,True,True
15.060212481900782,0.05370167176374475,False,False,False,True,True
10.312128781197409,0.058713441837405796,False,True,False,False,True
12.541929676090511,0.05842230273137906,False,True,False,False,True
25.930676813380707,0.06711259724834046,False,False,True,False,True
19.436563482261985,0.06465748625841594,True,False,False,True,True
17.310401497365678,0.06400215701534664,False,False,False,True,True
5.314132102234568,0.0573162635287319,True,False,False,True,True
21.70829334609241,0.06663599058537545,False,False,True,False,True
13.507405376311175,0.0538296927356854,False,False,False,True,True
13.68539367354845,0.06179303450093754,True,False,False,True,True
24.140422531513405,0.06369666497149758,False,False,False,True,True
7.111258679024404,0.05746662318181736,False,False,False,True,True
6.161168720299746,0.055644493803090125,True,False,False,True,True
24.60182920028508,0.06539214704719955,False,False,True,False,True
20.926777104943795,0.06242829385583384,False,False,False,True,True
14.534441853748634,0.057536688402083806,False,False,False,True,True
15.301307133705928,0.061076120193817404,False,False,True,False,True
5.522680508593632,0.05575790965992614,False,False,True,False,True
14.80033783398203,0.05404824656411818,True,False,False,True,True
31.385665517876156,0.07142677108719547,False,False,True,False,True
7.632168761236874,0.05823332914039777,False,True,False,False,True
7.9404030124421325,0.055789682323028326,False,False,False,True,True
8.542833253669418,0.05884501286317022,True,True,False,False,True
20.357799488156868,0.06140923100923964,False,False,False,True,True
17.978042162593784,0.05805472603950937,False,False,False,True,True
7.61642960973184,0.057955641691838866,False,False,True,False,True
12.182774724995943,0.06076640187279927,True,False,False,True,True
33.80532502432124,0.06949143783862255,False,False,False,True,True
9.208691546577073,0.054402489009608916,True,False,False,True,True
22.493110056192766,0.06728100260739493,False,False,True,False,True
16.67093278733977,0.06360546673375811,False,False,True,False,True
18.78004259846074,0.06393985254389158,False,False,True,False,True
24.113274352522097,0.05579102893011532,False,False,False,True,True
24.85558287387362,0.06094340390091404,False,False,False,True,True
16.13753388842298,0.054708479243220996,False,False,False,True,True
16.49151296879701,0.05191189445174746,False,False,False,True,True
