distance,angle,goal,body_part,shot_type,first_time,under_pressure,num_opponents,technique
16.62077013859467,0.06038736804893901,False,Left Foot,Open Play,1,1,1,Half Volley
35.61811336946413,0.06398237712431254,False,Left Foot,Free Kick,0,0,0,Normal
21.780725424099167,0.06634953174602677,False,Right Foot,Open Play,0,0,1,Normal
26.65070355544109,0.0605599669181229,False,Right Foot,Free Kick,0,0,0,Normal
12.675172582651488,0.06055335363525078,False,Left Foot,Open Play,1,0,1,Normal
11.162884931772785,0.06019625151694575,False,Left Foot,Open Play,1,1,1,Half Volley
27.81833927465836,0.0709786967205048,False,Right Foot,Open Play,0,0,1,Normal
12.0,0.05959154427448477,False,Right Foot,Penalty,0,0,0,Normal
21.73131381210073,0.05925534445101721,False,Right Foot,Open Play,0,0,1,Normal
9.794896630388703,0.05969582401501072,False,Head,Open Play,0,0,2,Normal
27.668212808202842,0.07073161117818476,False,Right Foot,Open Play,0,0,2,Normal
14.117365193264643,0.056525118860029325,False,Right Foot,Open Play,1,1,1,Volley
6.552098900352463,0.0578393361910761,True,Head,Open Play,0,1,5,Normal
8.193289937503739,0.05690669231458032,False,Head,Open Play,0,1,2,Normal
25.71225388798111,0.06451634009274378,False,Left Foot,Open Play,0,0,1,Normal
27.411676344215074,0.0565238975744445,False,Left Foot,Open Play,0,1,3,Normal
35.12947480393067,0.06730177469728818,True,Left Foot,Free Kick,0,0,0,Normal
18.721111078138502,0.0541985988937448,False,Right Foot,Open Play,0,1,1,Normal
9.656603957913982,0.05758654323194521,False,Head,Open Play,0,0,6,Normal
6.390618123468184,0.05391053904157735,False,Head,Open Play,0,0,3,Normal
15.646724896923311,0.06245158044800827,False,Right Foot,Open Play,0,1,4,Half Volley
18.82232716748915,0.060231578664442266,False,Left Foot,Open Play,0,1,1,Normal
