distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Open Play
8.772684879784528,0.05912646009480516,False,True,False,False,True
16.608732642799694,0.05932119979732758,False,False,False,True,True
19.064626930522408,0.06152107061582004,False,False,False,True,True
9.708243919473796,0.05553021740093978,False,True,False,False,True
8.273451516749224,0.05524459659499718,False,True,False,False,True
4.846648326421052,0.05679380785902707,False,False,False,True,True
22.660317738284256,0.056341358737556524,False,False,True,False,True
29.20616373302047,0.06717434652235722,False,False,True,False,True
20.573040611440987,0.061447302481010206,False,False,True,False,True
17.720045146669353,0.05630301659076866,False,False,False,True,True
8.989994438263022,0.05861035511154387,False,True,False,False,True
10.60660171779821,0.05944878194828674,False,True,False,False,True
12.034118164618457,0.059853082540623784,False,True,False,False,True
15.250573759698351,0.05849900958234895,False,False,False,True,True
17.06722004311188,0.05287413115767265,False,False,False,True,True
12.439051410778877,0.05740632402059094,False,False,True,False,True
19.042058712229625,0.06452167322157645,False,False,False,True,True
15.402921800749363,0.056373669278027616,True,False,False,True,True
20.068383093812013,0.06504037293920388,False,False,True,False,True
22.274873737015888,0.054708153862807175,False,False,False,True,True
5.984145720150877,0.05743285646683931,True,True,False,False,True
26.6537051833324,0.05162516992795391,False,False,False,True,True
22.141589825484523,0.06663435314931603,False,False,True,False,True
16.84042754801671,0.0631590231188899,False,False,False,True,True
21.044001520623393,0.06521376972682282,False,False,False,True,True
19.646119209655627,0.06458176735344984,False,False,False,True,True
21.924643668712154,0.06066322816162741,False,False,False,True,True
9.642613753542134,0.05960731338104747,False,False,False,True,True
3.2649655434629063,0.05552663195859234,True,False,False,True,True
