distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Free Kick,shot_type_Open Play
23.21077336066164,0.06771869273293811,False,False,False,True,False,True
31.426899306167645,0.06786196286113938,False,False,False,True,True,False
26.006922155456998,0.0662242093124386,False,False,False,True,False,True
10.874741376235114,0.059332236182020597,False,False,False,True,False,True
30.571228303749916,0.05720289358379001,False,False,True,False,False,True
16.78630394101096,0.060922623598872815,True,False,False,True,False,True
28.60996329952207,0.06925299769793572,False,False,False,True,False,True
19.23746345025768,0.06221388056447111,False,False,True,False,False,True
15.591343752223537,0.062139656424451996,False,False,False,True,False,True
27.864852413031002,0.061832211995654876,False,False,False,True,False,True
9.995999199679845,0.05734465398926785,False,True,False,False,False,True
29.79194522014298,0.0716803856577138,False,False,False,True,False,True
16.41249523990792,0.05310679512600124,False,False,False,True,False,True
13.157507362718821,0.0525241164995132,False,False,False,True,False,True
30.963365450157387,0.06168498698277683,False,False,False,True,False,True
31.474592928265167,0.07284960833196878,False,False,False,True,False,True
28.50157890363269,0.0673147242228146,False,False,True,False,False,True
15.50516043128868,0.05470416858362887,False,False,False,True,False,True
12.664912159190049,0.061098165420130225,True,False,False,True,False,True
35.820943594495105,0.07688971853446194,False,False,True,False,False,True
21.198113123577766,0.05847949805266398,False,False,True,False,False,True
6.789698078707185,0.05778404153240015,False,True,False,False,False,True
27.504545078950134,0.0669189344490913,False,False,False,True,False,True
15.849290204927154,0.05536303713091792,False,False,True,False,False,True
11.543396380615196,0.06020077211303177,True,False,False,True,False,True
14.400347218036103,0.06057178450439663,False,False,True,False,False,True
