distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Free Kick,shot_type_Open Play
32.617173390715514,0.06589992215369067,False,False,False,True,False,True
25.578311124857326,0.06467415876337822,False,False,True,False,False,True
11.605602095539895,0.0578480629163248,False,True,False,False,False,True
11.500434774390047,0.05685240817337002,False,False,False,True,False,True
8.731551981177232,0.058999306620629556,True,True,False,False,False,True
12.356779515715248,0.05308297346085978,False,False,False,True,False,True
31.196954979612993,0.07039111313276337,False,False,False,True,False,True
9.615092303249096,0.05377214107846502,False,False,False,True,False,True
25.103187048659773,0.06568350755897014,False,False,False,True,False,True
6.63098786004016,0.05754030808268282,True,True,False,False,False,True
14.560219778561036,0.06190216138710624,False,True,False,False,False,True
17.08361788380904,0.0544115141851061,False,False,False,True,False,True
7.810889834071409,0.0585072392215296,False,True,False,False,False,True
23.380547470065796,0.06592122745391861,False,False,False,True,False,True
20.875344308537766,0.06458801770203802,False,False,True,False,False,True
26.58194876227098,0.05551432384285559,False,False,False,True,False,True
9.617692030835672,0.05804621654782519,False,True,False,False,False,True
18.348024416813917,0.057713947702898435,False,False,False,True,False,True
24.938724907260195,0.05511421427448089,False,False,True,False,False,True
20.368603290358426,0.06549639011703197,False,False,False,True,True,False
8.600581375697812,0.05677870630283339,False,True,False,False,False,True
6.236986451805069,0.057784818487345256,False,False,False,True,False,True
11.921828718783035,0.057926479096020896,False,True,False,False,False,True
28.229417280560355,0.06837268879269913,False,False,False,True,False,True
6.847627326307995,0.058169434249525524,False,False,False,True,False,True
18.34693434882242,0.06440027208536922,False,False,True,False,False,True
14.96829983665479,0.05941257617019378,False,True,False,False,False,True
8.36301381082203,0.058919396719665146,False,True,False,False,False,True
4.49444101084885,0.05693973962200404,True,False,False,True,False,True
24.678127967899023,0.05436478382596359,False,False,False,True,False,True
13.591541487263322,0.05642610921365682,False,False,False,True,False,True
15.17959156235767,0.06191853138753691,False,False,False,True,False,True
13.835100288758305,0.05808406180327174,False,True,False,False,False,True
18.356470248934027,0.06364453152285474,False,False,False,True,False,True
