distance,angle,goal,body_part,shot_type,first_time,under_pressure,num_opponents,technique
7.308214556237384,0.05356620470581709,False,Head,Open Play,0,0,2,Normal
21.87624282183758,0.059683280981278335,False,Right Foot,Open Play,0,1,1,Normal
15.626259949200898,0.06269235474246487,False,Right Foot,Open Play,1,0,2,Normal
31.14947832628983,0.07358463751149809,False,Left Foot,Open Play,0,0,2,Normal
13.191285001848764,0.058085521886769555,True,Head,Open Play,0,0,2,Normal
5.142956348249516,0.057021593761279264,False,Head,Open Play,0,0,7,Normal
10.912836478203092,0.05688688488183652,False,Right Foot,Open Play,1,0,2,Volley
28.979993098687927,0.059194644899635614,False,Right Foot,Open Play,0,0,1,Normal
24.185326129701043,0.05706673240204038,False,Right Foot,Open Play,1,0,0,Normal
20.587617637793837,0.05660849066646286,False,Right Foot,Open Play,1,0,0,Half Volley
11.601724009818534,0.05949548669022276,False,Head,Open Play,0,1,5,Normal
18.346934348822423,0.05160951909485344,False,Right Foot,Open Play,1,0,1,Half Volley
11.011357772772623,0.05813085947086769,False,Right Foot,Open Play,1,0,1,Normal
11.335784048754634,0.05486281301618324,False,Left Foot,Open Play,1,0,2,Half Volley
7.98310716450681,0.05731349407751194,False,Head,Open Play,0,1,5,Normal
22.316361710637327,0.06262267041962455,False,Right Foot,Open Play,1,0,0,Half Volley
