distance,angle,goal,body_part,shot_type,first_time,under_pressure,num_opponents,technique
19.285486771144775,0.05330517536968807,False,Right Foot,Open Play,0,0,1,Normal
28.577088725060847,0.0696466078664481,False,Right Foot,Open Play,0,0,1,Normal
21.9658826364888,0.063188775302286,False,Left Foot,Open Play,0,0,3,Normal
27.365854636754907,0.06981934676513989,False,Right Foot,Open Play,0,0,1,Normal
32.40138885912146,0.06895562446968338,False,Right Foot,Free Kick,0,0,0,Normal
10.84066418629412,0.05452777219310559,False,Head,Open Play,0,0,5,Diving Header
17.893294833540303,0.06407343647581555,False,Left Foot,Open Play,0,0,2,Normal
11.248555462813883,0.060329952768003896,False,Head,Open Play,0,0,5,Normal
20.37473926213536,0.06065438635147929,False,Left Foot,Open Play,1,0,0,Volley
17.029386365926403,0.062145228145235654,False,Left Foot,Open Play,1,0,2,Normal
23.304076896543236,0.06560170037529603,False,Right Foot,Open Play,0,0,1,Normal
28.700000000000003,0.06725340599578084,False,Right Foot,Open Play,1,0,0,Half Volley
27.272146963523063,0.07008009117249264,False,Right Foot,Open Play,0,0,2,Normal
18.31420213932346,0.05497050227363191,False,Right Foot,Open Play,0,0,2,Normal
16.559287424282488,0.06354920195235299,False,Left Foot,Open Play,0,1,2,Normal
6.794115100585213,0.058131024816094265,False,Left Foot,Open Play,1,0,2,Volley
6.185466837676841,0.05785670220809407,False,Left Foot,Open Play,1,0,1,Half Volley
21.982947936980604,0.05648649966062878,False,Left Foot,Open Play,0,1,1,Normal
26.69868910639622,0.05896864566820604,False,Left Foot,Open Play,0,1,3,Normal
13.04185569618066,0.05899972219154136,False,Right Foot,Open Play,1,0,2,Volley
31.247399891830998,0.06242599813748234,True,Right Foot,Open Play,0,0,1,Normal
17.259490143106774,0.06386752045839629,False,Right Foot,Open Play,0,0,1,Normal
7.3375745311376575,0.05824861899395262,False,Head,Open Play,0,0,2,Normal
15.608331108738046,0.0625024222778978,False,Right Foot,Open Play,0,1,2,Normal
17.08800749063506,0.06357381631366173,False,Right Foot,Open Play,0,0,3,Normal
20.90215299915298,0.06408727626698606,False,Left Foot,Open Play,0,1,1,Normal
21.17829077144801,0.06543963097702743,False,Left Foot,Open Play,0,0,3,Normal
28.362122628604507,0.07023243264225873,False,Right Foot,Open Play,0,0,0,Normal
6.718630812896333,0.057277618817236677,True,Head,Open Play,0,0,4,Normal
27.840438214941944,0.06600819620458792,False,Left Foot,Open Play,0,0,1,Normal
21.559452683219952,0.06305613503728312,False,Left Foot,Free Kick,0,0,0,Normal
