distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Free Kick,shot_type_Open Play
31.704416096184453,0.05455070379670018,False,False,True,False,False,True
21.39649504007607,0.06641014494178657,False,False,False,True,False,True
9.929753269845131,0.05612804357151196,False,False,False,True,False,True
24.781444671366526,0.06839557927377361,False,False,False,True,False,True
11.811858448186728,0.06078562372743759,False,False,True,False,False,True
34.26543447849451,0.057541539786287975,False,False,False,True,False,True
23.12163489029268,0.058529789564729234,False,False,False,True,False,True
33.562628025826584,0.05746552937704441,False,False,True,False,True,False
27.153636957137074,0.06069025829958163,False,False,True,False,False,True
35.67702341844118,0.07704021337629152,False,False,False,True,True,False
17.760912138738814,0.0597939006914957,False,False,False,True,False,True
11.52475596270914,0.06028292282751856,True,False,False,True,False,True
9.550916186418972,0.05740522251707337,False,False,False,True,False,True
8.523496934944012,0.05904622157564871,False,True,False,False,False,True
10.031948963187565,0.059744536594687356,False,False,False,True,False,True
21.965882636488796,0.06575701968782623,False,False,False,True,False,True
14.735331689514148,0.06245616875427138,False,False,False,True,False,True
22.348601745970598,0.06642875460817166,False,False,True,False,False,True
14.449913494550753,0.05556320117940859,False,False,True,False,False,True
17.216561793807724,0.06258784568077182,False,False,False,True,False,True
9.920181449953418,0.05943416323413735,False,True,False,False,False,True
9.702061636580138,0.05857273708184216,False,True,False,False,False,True
30.39078807796863,0.06607264567111575,False,False,False,True,False,True
