distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Free Kick,shot_type_Open Play
26.488110540391517,0.07001002798219969,False,False,False,True,False,True
16.781537474260215,0.06368258543403661,False,False,True,False,False,True
12.887590930814026,0.060471086899752544,False,True,False,False,False,True
6.161168720299742,0.05470225481772651,False,True,False,False,False,True
25.821309029559288,0.06940405355031712,False,False,False,True,True,False
22.17791694456448,0.06553037736722808,False,False,True,False,False,True
29.65164413653989,0.07237334519974228,False,False,False,True,False,True
33.7017803684019,0.05780334063030075,False,False,True,False,True,False
32.82925524589311,0.05360623230336537,False,False,False,True,False,True
12.55388386118017,0.061221822071673954,False,False,False,True,False,True
20.57619984350852,0.053909635090543424,False,False,False,True,False,True
15.222680447279973,0.054716875495921954,False,False,False,True,False,True
20.858091954922433,0.05388428323054825,False,False,False,True,False,True
16.202777539668933,0.06127223828152247,False,False,True,False,False,True
10.248902380255169,0.05918742932654405,False,True,False,False,False,True
6.691038783328036,0.0577438243930939,False,False,False,True,False,True
8.464632301523793,0.054770168376614685,False,False,False,True,False,True
10.530432089900204,0.05986809907419133,True,False,False,True,False,True
33.026050323948816,0.06297747378419767,False,False,False,True,False,True
27.3707873470969,0.04991879360254468,False,False,True,False,True,False
15.09503229542752,0.05717838271436794,False,False,False,True,False,True
26.487733009829284,0.06981409885366509,False,False,False,True,False,True
24.556872765073326,0.06737854992402303,False,False,False,True,False,True
24.086925914279725,0.0668135894265525,False,False,False,True,False,True
