match_id,player,team,distance,angle,goal,body_part,shot_type,first_time,under_pressure,num_opponents,technique
3887188,Antônio de Oliveira Filho,Napoli,22.916587878652447,0.059158955540019494,False,Left Foot,Open Play,0,1,2,Normal
3887188,Antônio de Oliveira Filho,Napoli,7.144928271158494,0.057850445618264704,False,Head,Open Play,0,0,2,Normal
3887188,Karl Allgöwer,VfB Stuttgart,28.040149785619906,0.06945394264450695,False,Right Foot,Open Play,1,1,1,Normal
3887188,Guido Buchwald,VfB Stuttgart,13.251792331605557,0.059309269607924736,False,Head,Open Play,0,0,4,Normal
3887188,Antônio de Oliveira Filho,Napoli,23.20538730553748,0.06481427013124633,False,Left Foot,Open Play,0,0,3,Normal
3887188,Maurizio Gaudino,VfB Stuttgart,29.050645431728366,0.06963031314581294,True,Right Foot,Open Play,1,0,1,Normal
3887188,Antônio de Oliveira Filho,Napoli,15.631058825300348,0.059734384828543145,False,Right Foot,Open Play,1,0,1,Normal
3887188,Karl Allgöwer,VfB Stuttgart,31.607752213657967,0.060648806006496636,False,Right Foot,Open Play,0,0,1,Normal
3887188,Ricardo Rogério de Brito,Napoli,32.451964501398066,0.05688951403084726,False,Right Foot,Open Play,0,0,0,Normal
3887188,Andrea Carnevale,Napoli,28.969121491684906,0.06842995840666552,False,Left Foot,Open Play,1,0,0,Normal
3887188,Andrea Carnevale,Napoli,8.438009243891601,0.05784856503134877,False,Head,Open Play,0,0,3,Normal
3887188,Ricardo Rogério de Brito,Napoli,19.42498391247725,0.0637011825077132,False,Right Foot,Open Play,1,0,0,Normal
3887188,Diego Armando Maradona,Napoli,17.258621034138276,0.060261452917079246,False,Head,Open Play,0,0,3,Normal
3887188,Fernando De Napoli,Napoli,12.812884140582863,0.05688269773246142,False,Head,Open Play,0,0,0,Normal
3887188,Fernando De Napoli,Napoli,38.222768083957504,0.06755921416700275,False,Right Foot,Open Play,0,0,1,Normal
3887188,Karl Allgöwer,VfB Stuttgart,18.760863519571803,0.06396701896509231,False,Right Foot,Open Play,1,0,2,Normal
3887188,Andrea Carnevale,Napoli,9.580187889597994,0.05591431661802109,False,Head,Open Play,0,1,1,Normal
3887188,Massimo Crippa,Napoli,20.713522153414658,0.06566696647446879,False,Left Foot,Open Play,1,0,1,Volley
3887188,Ricardo Rogério de Brito,Napoli,24.39877046082445,0.059418386520969924,False,Right Foot,Open Play,1,0,0,Volley
3887188,Alessandro Renica,Napoli,11.851160280748882,0.059898032391918106,False,Head,Open Play,0,1,5,Normal
3887188,Andrea Carnevale,Napoli,11.81058846967415,0.060637355856119235,False,Head,Open Play,0,1,2,Normal
3887188,Antônio de Oliveira Filho,Napoli,13.875518008348376,0.06111982897183899,False,Right Foot,Open Play,1,0,3,Overhead Kick
3887188,Diego Armando Maradona,Napoli,11.900420160649796,0.05951387036924867,True,Left Foot,Penalty,0,0,0,Normal
3887188,Michael Schröder,VfB Stuttgart,24.436857408431223,0.06710793799899041,False,Right Foot,Open Play,0,0,2,Half Volley
3887188,Karl Allgöwer,VfB Stuttgart,33.89985250705377,0.06824280001889209,False,Right Foot,Free Kick,0,0,1,Normal
3887188,Giovanni Francini,Napoli,31.088583113419627,0.07098556218807545,False,Left Foot,Open Play,0,0,0,Half Volley
3887188,Luca Fusi,Napoli,14.204576727238297,0.06175250996914488,False,Left Foot,Open Play,0,1,3,Normal
3887188,Massimo Crippa,Napoli,28.112808468738944,0.06417885701683645,False,Right Foot,Open Play,0,0,2,Normal
3887188,Antônio de Oliveira Filho,Napoli,5.096076922496368,0.056302462228036934,True,Right Foot,Open Play,0,0,4,Normal
3887188,Karl Allgöwer,VfB Stuttgart,32.909117277739306,0.07187639088815274,False,Right Foot,Open Play,0,0,0,Half Volley
3887188,Fernando De Napoli,Napoli,34.085187398634034,0.06541763317282673,False,Left Foot,Open Play,1,0,1,Normal
