distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Free Kick,shot_type_Open Play,shot_type_Penalty
7.343023900274333,0.05842536384018415,False,True,False,False,False,True,False
8.099999999999994,0.05799383769595793,False,True,False,False,False,True,False
17.901117283566407,0.059958448815162525,False,False,False,True,False,True,False
27.06676929372991,0.06479331309408627,False,False,False,True,False,True,False
8.905054744357281,0.05821546818418471,True,True,False,False,False,True,False
28.244999557443794,0.07135085688367351,False,False,False,True,True,False,False
24.59776412603389,0.06864215714225573,False,False,False,True,False,True,False
29.86787571957537,0.0725872641399774,False,False,True,False,False,True,False
8.030566605165541,0.05772353407067196,False,True,False,False,False,True,False
5.1623637996561165,0.05656476127778988,False,True,False,False,False,True,False
22.837250272307305,0.06316867545396519,False,False,True,False,False,True,False
20.197277044195832,0.06506813272662153,False,False,False,True,False,True,False
31.52935140468322,0.05904082459011798,False,False,True,False,False,True,False
12.0,0.05959154427448477,False,False,True,False,False,False,True
18.062391868188442,0.06391100413625742,False,False,False,True,False,True,False
8.395236744726146,0.0574349101920867,True,False,True,False,False,True,False
9.021086409075131,0.058853827341451864,False,False,True,False,False,True,False
3.289376840679705,0.054406231530666344,True,True,False,False,False,True,False
22.256909039666766,0.06694722929315348,False,False,True,False,False,True,False
34.60303454901029,0.07623182170683052,False,False,False,True,False,True,False
21.523243250030884,0.06665669338099793,False,False,False,True,False,True,False
26.2030532572065,0.06622220417802795,True,False,False,True,False,True,False
22.45105788153423,0.0669517440922383,False,False,False,True,False,True,False
6.3953107821277895,0.05693048849075102,True,True,False,False,False,True,False
27.408940147331496,0.06624094180588501,False,False,True,False,False,True,False
31.846035860056425,0.07369821354505801,False,False,False,True,False,True,False
17.393389548906214,0.061136628139629494,True,False,False,True,False,True,False
16.273291000900837,0.06318157694348361,False,False,False,True,False,True,False
11.406138698087096,0.05358819340540174,False,False,False,True,False,True,False
12.389108119634765,0.0571085570175235,False,False,False,True,False,True,False
16.23360711610331,0.061146259504419515,False,False,True,False,False,True,False
24.084019598065435,0.05599023442471972,False,False,False,True,False,True,False
21.423818520515894,0.06264669499848677,False,False,False,True,False,True,False
20.109947787102776,0.06479194585812972,False,False,True,False,False,True,False
10.74243920159663,0.059262437817612826,False,False,True,False,False,True,False
15.546703830716009,0.062305424481642356,False,False,True,False,False,True,False
40.40111384603153,0.07319011789416285,False,False,False,True,False,True,False
11.047624178980751,0.05849681683139933,False,True,False,False,False,True,False
32.157269784607024,0.060344199454563534,False,False,True,False,True,False,False
12.0,0.05959154427448477,True,False,False,True,False,False,True
12.0,0.05959154427448477,True,False,False,True,False,False,True
12.099999999999994,0.05963343195195743,True,False,False,True,False,False,True
12.0,0.05959154427448477,True,False,True,False,False,False,True
12.099999999999994,0.05963343195195743,True,False,False,True,False,False,True
12.099999999999994,0.05963343195195743,True,False,False,True,False,False,True
12.099999999999994,0.05963343195195743,True,False,False,True,False,False,True
12.0,0.05959154427448477,True,False,True,False,False,False,True
12.0,0.05959154427448477,True,False,False,True,False,False,True
12.099999999999994,0.05963343195195743,False,False,False,True,False,False,True
