distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Other,body_part_Right Foot,shot_type_Free Kick,shot_type_Open Play
7.416872656315469,0.05755235313460945,False,False,False,False,True,False,True
29.187839933780648,0.06175579997108422,False,False,True,False,False,False,True
33.71705799739948,0.07463282200540233,False,False,False,False,True,False,True
26.956446353330776,0.05450360250705901,False,False,False,False,True,False,True
11.822859214251013,0.06006518784026881,False,False,False,False,True,False,True
15.02065244921139,0.06154650279344453,False,False,True,False,False,False,True
22.132555207205513,0.05252167865300271,False,False,False,False,True,False,True
12.369316876852984,0.05759324357282641,False,True,False,False,False,False,True
14.182030884185806,0.061625322842415016,False,False,True,False,False,False,True
25.020391683584815,0.05819901991147228,False,False,False,False,True,False,True
9.492101980067426,0.05782936259406052,False,False,False,False,True,False,True
7.521303078589511,0.05462621132454529,True,True,False,False,False,False,True
27.252339349127443,0.07062437551529137,False,False,True,False,False,False,True
24.063457773146403,0.058961636132274044,False,False,False,False,True,False,True
15.20690632574555,0.05272259438856335,False,False,True,False,False,False,True
22.651490017215206,0.06200115995881766,False,False,False,False,True,False,True
22.48999777678958,0.06242931042624194,False,False,True,False,False,False,True
26.761539567072745,0.0699901148309637,False,False,False,False,True,True,False
23.443975772040027,0.0677047933025926,False,False,True,False,False,False,True
22.790348834539596,0.06609145580696962,False,False,True,False,False,False,True
33.301651610693426,0.06795464453705262,False,False,False,False,True,False,True
9.752948272189283,0.056623933252811266,True,False,False,False,True,False,True
12.120231020900547,0.05994480312598597,False,False,True,False,False,False,True
21.05825253908785,0.06071162876068838,False,False,False,False,True,False,True
12.206555615733697,0.05804186523718556,False,True,False,False,False,False,True
7.905694150420948,0.05844632772669767,False,True,False,False,False,False,True
29.123530005821756,0.05861582104967844,False,False,True,False,False,False,True
7.717512552629896,0.05826002895015655,False,False,False,True,False,False,True
9.159148432032316,0.05891901011515545,False,False,False,False,True,False,True
16.352675622050363,0.05883884910282738,False,False,True,False,False,False,True
33.41496670655233,0.06904037673027379,False,False,True,False,False,False,True
17.36663467687393,0.0624874150974463,False,False,True,False,False,False,True
13.148764200486676,0.06094479804825804,False,False,True,False,False,False,True
31.81729089661783,0.0517608434375889,False,False,True,False,False,False,True
23.620541907416094,0.05288548625562703,False,False,False,False,True,False,True
9.254188241007423,0.058098754407505344,True,False,False,False,True,False,True
24.123225323326892,0.06813174297156771,False,False,False,False,True,False,True
11.449017425089373,0.056998679146432,False,True,False,False,False,False,True
10.791200118615167,0.05971157860541135,False,False,False,False,True,False,True
5.905929224093362,0.05769300286237153,True,False,False,False,True,False,True
9.492101980067423,0.055494780846871164,False,False,True,False,False,False,True
