distance,angle,goal,body_part,shot_type,first_time,under_pressure,num_opponents,technique
30.360665341853096,0.07249734049070315,False,Left Foot,Open Play,0,0,2,Normal
23.361720827028126,0.05965266136664316,False,Left Foot,Open Play,0,0,4,Normal
22.305604676851956,0.06392591529126254,False,Left Foot,Open Play,0,0,2,Normal
23.96351393264351,0.0579298754945768,False,Left Foot,Free Kick,0,0,0,Normal
10.017983829094558,0.053671591002191425,False,Right Foot,Open Play,1,0,2,Half Volley
28.913145799099766,0.060693786318412137,False,Left Foot,Open Play,0,0,0,Normal
19.729419656948856,0.05472208653026061,False,Right Foot,Open Play,0,0,1,Normal
13.514806694880987,0.06042721828813627,False,Left Foot,Open Play,0,1,1,Normal
8.13019064967114,0.05610472418906705,False,Head,Open Play,0,1,4,Normal
8.92020179143948,0.05851558646378091,False,Head,Open Play,0,1,1,Normal
13.288340754210061,0.0616093192630049,False,Head,Open Play,0,1,3,Normal
16.501212076693033,0.0633552431524338,False,Right Foot,Open Play,0,0,3,Normal
12.539936203984455,0.05557767615507184,False,Right Foot,Open Play,1,0,2,Normal
21.882641522448786,0.054031021035378275,False,Left Foot,Open Play,0,0,1,Normal
28.6574597618142,0.06552026170046929,False,Left Foot,Free Kick,0,0,0,Normal
27.760583567353184,0.05594014988496132,False,Right Foot,Open Play,0,0,2,Half Volley
5.999999999999994,0.0547653388652849,True,Head,Open Play,0,1,5,Normal
14.961617559608987,0.05397377516312415,False,Left Foot,Open Play,0,0,2,Normal
22.182200071228287,0.06700779951315561,False,Right Foot,Open Play,0,0,2,Normal
18.848076824970757,0.057285794364241555,False,Left Foot,Open Play,0,1,2,Normal
34.96541148049026,0.06758077789538208,False,Right Foot,Free Kick,0,0,0,Normal
11.90378091196239,0.05944206628012642,False,Head,Open Play,0,0,1,Normal
32.46166970443757,0.06074292900913037,False,Right Foot,Open Play,0,0,2,Normal
16.414932226482087,0.06286968627053928,False,Left Foot,Open Play,0,0,1,Normal
14.620875486782584,0.05610378561616801,False,Right Foot,Open Play,1,1,2,Normal
11.428473213863702,0.060609206477843916,False,Left Foot,Open Play,0,0,3,Half Volley
7.35730929076656,0.05435684394793815,True,Left Foot,Open Play,0,0,1,Normal
10.72800074571213,0.05819542953256643,True,Left Foot,Open Play,1,0,2,Normal
30.046796834271703,0.06091672303157366,False,Right Foot,Free Kick,0,0,0,Normal
36.92830892418444,0.060261012643998885,False,Right Foot,Open Play,1,0,1,Half Volley
15.992810884894496,0.05426454457816996,False,Left Foot,Open Play,0,1,2,Normal
14.964290828502367,0.06179015549780403,False,Right Foot,Open Play,0,1,1,Normal
17.786792853125604,0.05742410666648079,False,Right Foot,Open Play,1,0,2,Normal
