match_id,player,team,distance,angle,goal,body_part,shot_type,first_time,under_pressure,num_opponents,technique
3825676,Roberto Lago Soto,Getafe,26.03536056980967,0.06911159295639453,False,Left Foot,Open Play,1,0,1,Half Volley
3825676,Stefan Šćepović,Getafe,7.22772439983706,0.05697260689185484,False,Head,Open Play,0,1,4,Normal
3825676,Manuel Trigueros Muñoz,Villarreal,14.42220510185595,0.05842918450339929,False,Right Foot,Open Play,1,0,2,Volley
3825676,Samuel García Sánchez,Villarreal,12.70039369468522,0.06085286695402735,False,Head,Open Play,0,0,1,Normal
3825676,Samuel Castillejo Azuaga,Villarreal,32.126780106322514,0.07390378393361818,False,Right Foot,Open Play,0,0,0,Normal
3825676,Matías Nahuel Leiva Esquivel,Villarreal,11.100450441310924,0.05925177241881971,False,Right Foot,Open Play,1,0,1,Volley
3825676,Ángel Lafita Castillo,Getafe,20.96783250600787,0.06628203793086967,True,Right Foot,Open Play,0,0,3,Normal
3825676,Pablo Sarabia García,Getafe,15.728000508646995,0.053144088083569796,False,Right Foot,Open Play,0,0,2,Normal
3825676,Alexis Ruano Delgado,Getafe,20.19554406298577,0.05137246943794737,False,Right Foot,Open Play,1,0,1,Volley
3825676,Pablo Sarabia García,Getafe,25.75286391840721,0.06385758358405555,False,Left Foot,Open Play,1,0,1,Half Volley
3825676,Samuel García Sánchez,Villarreal,24.08318915758459,0.0536860107046367,False,Left Foot,Open Play,0,0,2,Half Volley
3825676,Mario Gaspar Pérez Martínez,Villarreal,12.280065146407003,0.05436762988293441,False,Right Foot,Open Play,1,0,4,Backheel
3825676,Stefan Šćepović,Getafe,7.553806987208502,0.05804363982225606,False,Head,Open Play,0,1,1,Normal
3825676,Pablo Sarabia García,Getafe,17.626400653565096,0.05160030692824471,False,Left Foot,Open Play,0,0,1,Normal
3825676,Juan Antonio Rodríguez Villamuela,Getafe,24.403483357914297,0.06019281731531222,False,Right Foot,Open Play,1,0,2,Normal
3825676,Ángel Lafita Castillo,Getafe,29.231831964486933,0.059915004156323545,False,Right Foot,Open Play,1,0,2,Half Volley
3825676,Álvaro Vázquez García,Getafe,6.530696746902276,0.054144400365202724,True,Right Foot,Open Play,1,0,1,Half Volley
3825676,Álvaro Vázquez García,Getafe,10.070253224224304,0.056306385727424246,False,Left Foot,Open Play,1,0,3,Normal
3825676,Denis Suárez Fernández,Villarreal,31.395859599635102,0.07089000084266785,False,Right Foot,Free Kick,0,0,0,Normal
