distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Open Play
20.40833163195855,0.0523981440253815,False,False,False,True,True
19.523319389898838,0.06352767130610885,False,False,False,True,True
13.058713566044705,0.05732857620687394,True,False,False,True,True
16.060199251565965,0.05619785704416522,False,False,False,True,True
19.860010070490898,0.06558080494263291,False,False,True,False,True
16.565325230734228,0.06353788716093563,False,False,True,False,True
25.22399651125888,0.06801049913219519,False,False,False,True,True
10.131633629380804,0.05970986448618202,False,True,False,False,True
10.307764064044159,0.05998707761202672,False,True,False,False,True
27.97320146139873,0.071146159555333,False,False,False,True,True
20.816579930430457,0.06242995502650063,False,False,False,True,True
23.361934851377356,0.06542102255253586,False,False,False,True,True
10.11385188738692,0.05951964989539121,False,True,False,False,True
5.263078946776301,0.056409194824587,False,True,False,False,True
6.735725647619559,0.05811582639198509,True,False,False,True,True
20.13752715702701,0.06505174073612194,True,False,False,True,True
15.829403020960704,0.06310773033990587,False,False,True,False,True
20.80624906127964,0.06616146710623867,False,False,False,True,True
17.055790805471325,0.06076037034637193,False,False,True,False,True
31.918803235710445,0.07129034884742506,False,False,True,False,True
16.688319268278644,0.05510527301509023,False,False,True,False,True
37.224857286496075,0.07758616596725762,False,False,True,False,True
30.510981629570693,0.06662593334297895,False,False,True,False,True
10.159232254457027,0.059747698117870035,False,False,True,False,True
24.957964660604844,0.06621709615563576,False,False,True,False,True
14.003570973148245,0.06180623292407199,False,False,False,True,True
28.68396764745072,0.07106210981054221,False,False,False,True,True
21.594675269612182,0.0577360409007687,False,False,True,False,True
11.207140580897521,0.0562007781965078,True,False,False,True,True
30.201986689620263,0.0643144061142719,False,False,False,True,True
