distance,angle,goal,body_part,shot_type,first_time,under_pressure,num_opponents,technique
24.66779276708802,0.0610554450450149,False,Right Foot,Open Play,0,0,2,Normal
6.087692502089775,0.05758613257764431,False,Head,Open Play,0,1,5,Normal
17.25398504693915,0.06270601961440328,False,Right Foot,Open Play,1,0,2,Normal
11.346365056704283,0.05939110619018366,False,Right Foot,Open Play,0,0,2,Normal
15.132745950421556,0.06162901826762125,False,Right Foot,Open Play,0,0,3,Normal
21.124393482417428,0.060041841626285626,False,Right Foot,Open Play,0,1,2,Normal
7.887331614684394,0.0555822188983591,False,Head,Open Play,0,1,4,Normal
28.50438562747845,0.06060603673391618,False,Right Foot,Open Play,0,0,2,Normal
9.610411021387176,0.05918528727516501,True,Left Foot,Open Play,1,0,2,Normal
14.481022063376598,0.06169790811288646,False,Left Foot,Open Play,1,1,3,Normal
9.158602513484245,0.054202276278399165,True,Right Foot,Open Play,1,0,0,Normal
29.300170647967228,0.0497452722999627,False,Left Foot,Open Play,1,0,2,Normal
17.102631376487064,0.06166624696040527,False,Head,Open Play,0,1,1,Normal
15.663013758533186,0.054557311408944834,False,Left Foot,Open Play,0,1,3,Normal
14.892279879185724,0.06250021782935769,False,Right Foot,Open Play,0,0,2,Normal
5.000999900019995,0.0568033180107307,False,Head,Open Play,0,1,7,Normal
4.15932686861708,0.056635000369738,False,Left Foot,Open Play,1,0,4,Half Volley
23.410467744152406,0.0643424296088853,False,Right Foot,Open Play,0,1,1,Normal
13.685759021698434,0.05796967119944734,False,Right Foot,Open Play,1,0,1,Normal
24.229733799610756,0.06044025203813766,False,Right Foot,Open Play,0,0,1,Normal
7.723341245859845,0.05851045441847471,True,Left Foot,Open Play,1,0,1,Normal
14.038874598770372,0.05800556699799158,False,Right Foot,Open Play,0,1,2,Normal
6.580273550544837,0.05565641753499131,False,Head,Open Play,0,1,6,Normal
20.81465829649865,0.05888945221019554,False,Left Foot,Open Play,1,0,0,Volley
37.20013440835933,0.07838754913443283,False,Right Foot,Open Play,0,0,0,Normal
16.41249523990791,0.06345482865619835,False,Right Foot,Open Play,0,0,1,Normal
12.822246293064252,0.0608390296794879,False,Head,Open Play,0,1,2,Normal
25.9624729176556,0.056766882540958706,False,Left Foot,Open Play,0,0,3,Normal
9.884331034521258,0.05970796600246516,False,Head,Open Play,0,0,1,Normal
20.30394050424695,0.06552799556498587,False,Left Foot,Open Play,0,0,3,Normal
