distance,angle,goal,body_part,shot_type,first_time,under_pressure,num_opponents,technique
58.92452799980667,0.08601769870517785,False,Right Foot,Open Play,1,0,1,Normal
25.37124356431903,0.06651558059288548,False,Left Foot,Open Play,0,0,1,Normal
9.486832980505138,0.057332220024372375,True,Head,Open Play,0,0,2,Normal
14.080127840328723,0.05539607058832114,False,Head,Open Play,0,0,2,Normal
15.174320413118995,0.06032757208961948,False,Left Foot,Open Play,0,0,2,Normal
16.5604951616792,0.060551105058851876,True,Right Foot,Open Play,0,1,1,Normal
6.905070600652825,0.05785564066126393,False,Left Foot,Open Play,1,0,2,Volley
23.625621684941958,0.06528859558794092,False,Right Foot,Open Play,1,0,2,Normal
29.40612181162284,0.06793366591814493,False,Right Foot,Open Play,0,0,1,Normal
14.102836594104039,0.06107060746134687,False,Left Foot,Open Play,0,0,2,Normal
8.409518416651451,0.05659878066082166,False,Head,Open Play,0,1,4,Normal
28.82932534763864,0.07179415392229832,False,Right Foot,Open Play,1,0,1,Lob
29.083672395349243,0.07077902680885224,False,Right Foot,Open Play,1,0,3,Normal
22.192341021172147,0.06617889322200571,True,Right Foot,Free Kick,0,0,0,Normal
7.553806987208502,0.05746107481854214,False,Left Foot,Open Play,1,0,1,Half Volley
7.61642960973184,0.05763124030413038,True,Left Foot,Open Play,1,0,2,Volley
19.8600100704909,0.053425538599275436,False,Right Foot,Open Play,0,0,0,Normal
29.533201655086433,0.0684223215435639,False,Right Foot,Open Play,0,0,2,Normal
9.14439719172346,0.058697141669391044,False,Left Foot,Open Play,1,0,2,Half Volley
15.46156525064652,0.056334120097106796,False,Left Foot,Open Play,0,0,1,Normal
11.588356225108033,0.05688902150233665,True,Left Foot,Open Play,1,0,0,Normal
23.982702099638395,0.06657984212094924,False,Right Foot,Open Play,0,0,2,Normal
10.101980003939817,0.05887308171630137,False,Head,Open Play,0,1,4,Normal
22.146105752479375,0.05331429376436449,False,Left Foot,Open Play,0,0,1,Normal
23.471898091121645,0.06764925687890153,False,Right Foot,Open Play,1,0,1,Normal
14.787156589419077,0.0617659685243764,False,Left Foot,Open Play,1,0,1,Half Volley
8.005623023850175,0.056483939242003386,False,Head,Open Play,0,1,1,Normal
15.628499608087779,0.06297686324010159,False,Right Foot,Open Play,0,0,3,Normal
10.400000000000006,0.058927645208795405,True,Right Foot,Open Play,1,0,1,Normal
28.13005510126136,0.0694376585300991,False,Right Foot,Open Play,1,0,3,Half Volley
25.670216204777084,0.05891708796954423,False,Right Foot,Open Play,0,0,1,Normal
