distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Open Play,shot_type_Penalty
12.986531484580473,0.06145436881865627,False,False,True,False,True,False
7.300684899377589,0.05465669916177416,False,False,False,True,True,False
18.454809671194123,0.064703245179751,False,False,True,False,True,False
8.0156097709407,0.057789538959028254,False,True,False,False,True,False
29.51829940901068,0.0612004601241178,False,False,False,True,True,False
14.012851244482688,0.06066302388855077,False,True,False,False,True,False
8.24924238945614,0.057736168433333554,False,True,False,False,True,False
12.952219886953737,0.05873167179089314,False,False,False,True,True,False
7.138627319029898,0.05799926700658704,False,True,False,False,True,False
12.998846102635422,0.05831335965874348,True,False,True,False,True,False
9.055385138137417,0.05801923208647489,False,True,False,False,True,False
24.149534156997724,0.0683500623308067,False,False,True,False,True,False
10.201960595885483,0.05877654190712802,False,True,False,False,True,False
8.357032966310468,0.05687693408791698,False,False,False,True,True,False
5.281098370604358,0.05688502064107255,False,True,False,False,True,False
3.765634076752549,0.056064075010649875,True,False,True,False,True,False
20.742468512691538,0.0658555655072509,False,False,False,True,True,False
12.714165328483034,0.06010379212677497,False,False,False,True,True,False
11.900420160649796,0.05951387036924867,False,False,True,False,False,True
23.13655116909174,0.0628734443425278,False,False,False,True,True,False
10.722406446316047,0.05754005917764603,False,False,True,False,True,False
10.653168542738822,0.05958511153339937,False,True,False,False,True,False
21.81306947680679,0.06608195964174483,False,False,False,True,True,False
12.525573839150045,0.05950946136286716,False,False,True,False,True,False
13.069812546475184,0.05919049913329778,False,False,True,False,True,False
23.100865784641055,0.057597334149046886,False,False,True,False,True,False
6.824221567329131,0.05794869264813765,False,True,False,False,True,False
11.314592347937237,0.056998229312315955,False,True,False,False,True,False
22.514217730136664,0.06649350620363287,False,False,False,True,True,False
24.821160327430306,0.06707279088546744,False,False,True,False,True,False
10.700467279516346,0.059866998810948105,False,False,False,True,True,False
12.175385004179542,0.0554777441927925,False,False,False,True,True,False
7.666159403508386,0.058217533584939474,False,False,False,True,True,False
16.783622970026467,0.0632222574428125,False,False,True,False,True,False
8.492938243034619,0.0574737019873022,False,True,False,False,True,False
23.908157603629764,0.06773202140439542,False,False,True,False,True,False
10.135580891098451,0.05989851909669598,False,True,False,False,True,False
18.866372200293306,0.06353897867287243,False,False,False,True,True,False
10.837435120913064,0.05940478208710993,False,True,False,False,True,False
10.215674231297713,0.057132671685852066,False,True,False,False,True,False
31.680909077865802,0.07385819722819058,False,False,True,False,True,False
12.70354281293215,0.05999497891231178,False,False,True,False,True,False
19.23148460207895,0.06513102062933018,False,False,True,False,True,False
13.819189556555049,0.06185540189019485,False,False,False,True,True,False
16.58493292117879,0.05871219874895311,False,False,False,True,True,False
14.629422408283935,0.06237381380654858,False,False,True,False,True,False
23.790124001358205,0.06817204617350597,False,False,True,False,True,False
