distance,angle,goal,body_part_Head,body_part_Left Foot,body_part_Right Foot,shot_type_Free Kick,shot_type_Open Play
22.58428657274787,0.0672185874351864,False,False,True,False,False,True
14.949581933953873,0.06259885049007148,False,False,False,True,False,True
12.601587201618685,0.05977067836790147,False,True,False,False,False,True
18.462935844550834,0.055805010772299594,True,False,False,True,False,True
12.035364556173612,0.053542501441597966,False,False,False,True,False,True
21.181595785020537,0.06637577871547957,False,False,False,True,False,True
21.77544488638522,0.06679274395070528,False,False,True,False,False,True
18.302458851203568,0.06244767309526354,False,False,False,True,False,True
27.300000000000004,0.049352621433787665,False,False,True,False,True,False
32.10763149159403,0.06111902495788277,False,False,True,False,True,False
29.20616373302047,0.0678314734721707,False,False,False,True,False,True
9.654014708917742,0.059622447904801555,False,False,True,False,False,True
19.020515240129534,0.06501011023520667,False,False,True,False,False,True
37.13448532025184,0.07268896053531113,False,False,False,True,False,True
25.27231687044146,0.06210681138160777,False,False,False,True,False,True
13.980700983856282,0.05424987779043897,False,False,False,True,False,True
5.2611785751863644,0.05709471180478421,False,False,False,True,False,True
4.428317965096905,0.05694841268740956,False,False,False,True,False,True
11.321660655575222,0.05333041557101461,True,False,False,True,False,True
32.40061727807049,0.05260475492306529,False,False,True,False,True,False
15.910059710761615,0.055037790458126824,False,False,False,True,False,True
14.534441853748636,0.05933085529826388,False,True,False,False,False,True
22.769497139814042,0.058909210429231175,True,False,True,False,True,False
13.421251804507651,0.06079787741033301,False,False,True,False,False,True
14.481022063376598,0.05921258746970225,False,False,True,False,False,True
